,Platform,Year,Genre,Publisher,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,freq_name
4180,PSP,2009,Action,Playlogic Game Factory,0.09,66.0,25.0,8.1,29.0,14.0,32.0,15.2,16.0,UMD,anglais,français,3.0
4181,Wii,2010,Misc,O-Games,0.09,68.0,42.0,7.9,118.0,11.0,3.0,13.0,7.0,DVD,français,français,2.0
4182,X360,2011,Racing,Konami Digital Entertainment,0.09,65.0,5.0,7.9,9.0,11.0,0.0,15.0,3.0,Blu-Ray DVD,français,français,3.0
4183,DS,2008,Role-Playing,Nobilis,0.09,46.0,8.0,7.0,5.0,8.0,6.0,15.0,12.0,Cartouche,français,français,3.0
4184,Wii,2008,Adventure,The Adventure Company,0.09,46.0,6.0,7.0,7.0,11.0,7.0,11.4,7.0,DVD,français,français,3.0
4185,GBA,2003,Action,THQ,0.09,85.0,37.0,8.7,35.0,15.0,12.0,17.5,3.0,Cartouche,français,français,3.0
4186,DS,2005,Role-Playing,Empire Interactive,0.09,58.0,15.0,6.8,13.0,11.0,10.0,10.5,3.0,Cartouche,français,français,3.0
4187,PS3,2010,Role-Playing,Nippon Ichi Software,0.09,44.0,30.0,4.7,27.0,10.0,29.0,9.9,12.0,Blu-Ray,français,français,4.0
4188,X360,2010,Shooter,Tecmo Koei,0.09,37.0,39.0,3.6,44.0,6.0,22.0,8.0,16.0,Blu-Ray DVD,français,français,4.0
4189,PS2,2005,Sports,Electronic Arts,0.09,71.0,15.0,8.6,19.0,13.0,18.0,15.3,3.0,Autre,français,français,4.0
4190,SNES,1995,Platform,Konami Digital Entertainment,0.09,80.0,43.0,8.3,96.0,15.0,35.0,14.8,3.0,Cartouche,français,français,2.0
4191,N64,1998,Shooter,GT Interactive,0.09,72.0,6.0,7.0,6.0,11.0,2.0,14.0,3.0,Cartouche,français,français,4.0
4192,N64,2000,Action,Ubisoft,0.09,24.0,5.0,3.3,28.0,6.0,20.0,6.4,3.0,Cartouche,français,français,3.0
4193,3DS,2013,Role-Playing,Nintendo,0.09,70.0,19.0,7.9,19.0,15.0,35.0,17.7,7.0,Cartouche,français,français,4.0
4194,SAT,1995,Fighting,Namco Bandai Games,0.09,61.0,32.0,6.8,46.0,11.0,8.0,18.3,3.0,CD,français,français,1.0
4195,PSP,2007,Action,Ubisoft,0.09,44.0,4.0,5.4,7.0,8.0,5.0,15.2,18.0,UMD,français,français,2.0
4196,PSP,2005,Strategy,Banpresto,0.09,72.0,13.0,6.7,10.0,11.0,0.0,15.0,3.0,UMD,français,français,2.0
4197,PSP,2009,Role-Playing,GungHo,0.09,45.0,6.0,6.3,7.0,11.0,1.0,17.0,3.0,UMD,français,français,4.0
4198,Wii,2009,Simulation,Sega,0.09,56.0,13.0,6.2,6.0,11.0,1.0,15.0,3.0,Autre,français,français,3.0
4199,X360,2008,Strategy,505 Games,0.09,56.0,24.0,6.3,19.0,17.0,80.0,17.3,12.0,DVD,français,français,4.0
4200,PSP,2009,Fighting,Sony Computer Entertainment,0.09,58.0,34.0,7.0,65.0,17.0,44.0,17.2,3.0,UMD,français,français,4.0
4201,PS4,2015,Action,Tecmo Koei,0.09,71.0,29.0,7.1,27.0,11.0,1.0,19.0,3.0,Blu-Ray,français,français,1.0
4202,PS3,2011,Fighting,PQube,0.09,73.0,6.0,7.5,27.0,18.0,31.0,16.6,12.0,Blu-Ray,français,français,4.0
4203,PS3,2009,Action,Konami Digital Entertainment,0.09,69.0,15.0,7.6,8.0,11.0,3.0,14.7,7.0,Blu-Ray,français,français,4.0
4204,GC,2002,Action,Tecmo Koei,0.09,67.0,13.0,8.2,24.0,13.0,8.0,15.0,12.0,Autre,français,français,2.0
4205,PC,2008,Simulation,Electronic Arts,0.09,75.0,10.0,7.7,26.0,15.0,67.0,15.9,12.0,DVD,anglais,français,3.0
4206,PS2,2003,Racing,Midway Games,0.09,67.0,25.0,8.3,18.0,16.0,7.0,17.7,12.0,DVD,anglais,français,2.0
4207,X360,2007,Strategy,Takara Tomy,0.09,46.0,17.0,8.0,12.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
4208,Wii,2008,Action,Vivendi Games,0.09,39.0,7.0,6.4,5.0,11.0,2.0,7.0,3.0,Autre,français,français,1.0
4209,Wii,2011,Action,Activision,0.09,62.0,9.0,6.9,11.0,9.0,8.0,12.6,12.0,DVD,français,français,3.0
4210,PSV,2012,Role-Playing,Gust,0.09,79.0,4.0,8.1,57.0,11.0,2.0,15.0,3.0,Autre,anglais,anglais,3.0
4211,Wii,2009,Shooter,Majesco Entertainment,0.09,31.0,6.0,5.5,14.0,11.0,4.0,15.3,12.0,Autre,français,français,4.0
4212,PS3,2011,Action,Marvelous Interactive,0.09,72.0,38.0,7.3,50.0,11.0,1.0,16.0,3.0,Blu-Ray,français,français,2.0
4213,XB,2002,Sports,Atari,0.09,74.0,14.0,8.5,11.0,12.0,10.0,16.9,3.0,Autre,français,français,4.0
4214,XB,2005,Shooter,Ubisoft,0.09,77.0,25.0,7.7,19.0,13.0,38.0,16.5,16.0,Autre,français,français,4.0
4215,Wii,2010,Misc,Majesco Entertainment,0.09,56.0,7.0,8.5,6.0,11.0,3.0,14.0,3.0,DVD,français,français,3.0
4216,XB,2004,Racing,Atari,0.09,72.0,28.0,8.8,8.0,14.0,12.0,18.1,12.0,Autre,anglais,anglais,4.0
4217,XB,2002,Action,Tecmo Koei,0.09,78.0,19.0,8.2,10.0,13.0,5.0,17.6,12.0,DVD,anglais,français,4.0
4218,PS,2001,Misc,Activision,0.09,63.0,7.0,8.0,7.0,10.0,13.0,10.2,3.0,CD,français,français,4.0
4219,DS,2008,Role-Playing,Sting,0.09,76.0,25.0,8.5,31.0,18.0,6.0,16.2,3.0,Cartouche,français,français,1.0
4220,GC,2003,Shooter,Atari,0.09,85.0,52.0,8.5,53.0,18.0,1.0,19.0,3.0,Autre,français,français,4.0
4221,PS3,2011,Adventure,Telltale Games,0.09,66.0,5.0,6.7,61.0,11.0,2.0,15.5,3.0,Autre,français,français,2.0
4222,PSV,2014,Action,Idea Factory International,0.09,67.0,19.0,6.9,71.0,12.0,1.0,15.0,12.0,Autre,français,français,4.0
4223,XB,2005,Action,Midway Games,0.09,76.0,36.0,8.3,10.0,13.0,11.0,16.4,18.0,DVD,français,français,4.0
4224,PS2,2006,Strategy,Tecmo Koei,0.09,76.0,8.0,8.3,9.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
4225,3DS,2011,Puzzle,Sunsoft,0.09,67.0,11.0,5.3,4.0,11.0,0.0,15.0,3.0,Cartouche,français,français,4.0
4226,XOne,2016,Racing,Codemasters,0.09,85.0,14.0,7.8,41.0,16.0,21.0,15.7,3.0,Autre,français,français,3.0
4227,PSP,2006,Action,Capcom,0.09,63.0,24.0,7.1,9.0,13.0,8.0,13.8,12.0,Autre,français,français,3.0
4228,PS3,2015,Action,Capcom,0.09,61.0,37.0,8.1,39.0,11.0,0.0,15.0,3.0,Autre,français,français,4.0
4229,Wii,2008,Adventure,Capcom,0.09,60.0,28.0,6.5,6.0,11.0,0.0,15.0,3.0,DVD,anglais,anglais,3.0
4230,GC,2005,Role-Playing,Namco Bandai Games,0.09,55.0,4.0,8.1,20.0,11.0,1.0,16.0,3.0,Autre,français,français,1.0
4231,Wii,2008,Action,Eidos Interactive,0.09,28.0,5.0,2.5,11.0,6.0,8.0,13.8,12.0,Autre,français,français,4.0
4232,PC,2006,Strategy,LucasArts,0.09,79.0,45.0,8.4,339.0,13.0,57.0,15.2,12.0,DVD,français,français,1.0
4233,XB,2004,Racing,Take-Two Interactive,0.09,50.0,7.0,7.6,18.0,11.0,13.0,13.4,3.0,Autre,anglais,français,2.0
4234,GC,2005,Action,Activision,0.09,68.0,11.0,7.7,12.0,11.0,2.0,19.0,3.0,Autre,français,français,3.0
4235,XB,2003,Racing,Namco Bandai Games,0.09,66.0,35.0,6.7,6.0,12.0,19.0,16.1,12.0,Autre,français,français,2.0
4236,DS,2006,Puzzle,Rising Star Games,0.09,78.0,15.0,7.7,14.0,14.0,21.0,15.8,3.0,Cartouche,français,français,3.0
4237,X360,2008,Fighting,505 Games,0.09,71.0,22.0,6.3,9.0,13.0,12.0,14.0,12.0,Autre,français,français,2.0
4238,X360,2009,Shooter,Eidos Interactive,0.09,30.0,21.0,5.7,38.0,9.0,29.0,11.3,18.0,Autre,français,français,3.0
4239,X360,2009,Shooter,Eidos Interactive,0.09,30.0,21.0,5.7,38.0,9.0,29.0,11.3,18.0,Autre,français,français,3.0
4240,X360,2007,Shooter,Vivendi Games,0.09,66.0,43.0,7.4,20.0,13.0,39.0,14.4,18.0,DVD,français,français,3.0
4241,X360,2006,Role-Playing,Idea Factory,0.09,59.0,16.0,7.7,18.0,11.0,2.0,16.5,3.0,DVD,français,français,3.0
4242,XB,2004,Misc,Konami Digital Entertainment,0.09,80.0,13.0,6.8,5.0,11.0,2.0,12.5,12.0,DVD Blu-Ray,anglais,français,1.0
4243,X360,2014,Action,Deep Silver,0.09,32.0,12.0,3.6,81.0,12.0,4.0,12.3,18.0,Blu-Ray DVD,anglais,français,2.0
4244,PC,2011,Shooter,THQ,0.09,75.0,29.0,6.7,315.0,14.0,64.0,14.0,18.0,DVD,anglais,français,3.0
4245,PS2,2005,Sports,505 Games,0.09,78.0,12.0,8.6,18.0,11.0,1.0,18.0,3.0,CD,anglais,anglais,2.0
4246,PS3,2011,Action,THQ,0.09,70.0,4.0,7.8,9.0,11.0,7.0,14.0,3.0,Autre,français,français,4.0
4247,PS3,2013,Platform,Namco Bandai Games,0.09,51.0,6.0,4.3,9.0,11.0,1.0,6.0,7.0,Blu-Ray,français,français,3.0
4248,PS2,2007,Action,Tecmo Koei,0.09,50.0,11.0,8.2,10.0,11.0,4.0,19.5,3.0,DVD,français,français,1.0
4249,PSP,2006,Action,Vivendi Games,0.09,52.0,25.0,4.4,15.0,9.0,19.0,8.5,18.0,UMD,anglais,anglais,4.0
4250,XB,2004,Action,Atari,0.09,71.0,40.0,7.1,22.0,16.0,3.0,17.0,12.0,DVD,français,français,3.0
4251,GBA,2006,Action,LucasArts,0.09,55.0,5.0,6.9,10.0,10.0,12.0,15.7,3.0,Cartouche,français,français,1.0
4252,PSP,2010,Role-Playing,Atlus,0.09,75.0,10.0,6.1,19.0,15.0,2.0,18.5,3.0,UMD,français,français,1.0
4253,GBA,2003,Racing,Kemco,0.09,78.0,12.0,7.5,6.0,16.0,5.0,17.6,3.0,Cartouche,français,français,3.0
4254,PS3,2011,Action,Namco Bandai Games,0.09,51.0,37.0,6.6,16.0,9.0,21.0,11.9,18.0,Blu-Ray,anglais,français,1.0
4255,PC,2011,Adventure,DTP Entertainment,0.09,72.0,27.0,7.6,105.0,17.0,57.0,15.2,12.0,DVD,anglais,français,4.0
4256,GC,2003,Shooter,Ubisoft,0.09,73.0,27.0,7.7,26.0,17.0,130.0,17.8,12.0,Autre,français,français,1.0
4257,PC,2012,Sports,Konami Digital Entertainment,0.09,80.0,8.0,7.2,272.0,15.0,129.0,14.0,3.0,DVD,français,français,2.0
4258,PS3,2007,Shooter,Midway Games,0.09,56.0,23.0,6.0,21.0,9.0,41.0,11.7,16.0,Blu-Ray,français,français,3.0
4259,PS2,2001,Role-Playing,Ubisoft,0.09,70.0,14.0,7.9,8.0,11.0,1.0,13.0,3.0,CD,français,français,3.0
4260,X360,2009,Platform,Ubisoft,0.09,62.0,12.0,6.5,13.0,11.0,1.0,15.0,3.0,Cartouche,français,français,4.0
4261,GBA,2001,Strategy,Atari,0.09,84.0,15.0,7.2,9.0,17.0,63.0,15.8,3.0,Autre,français,français,3.0
4262,PS2,2002,Shooter,Big Ben Interactive,0.09,56.0,17.0,7.0,4.0,11.0,3.0,8.7,3.0,Autre,français,français,4.0
4263,Wii,2011,Fighting,Crave Entertainment,0.09,58.0,16.0,6.1,29.0,8.0,6.0,13.0,12.0,DVD,anglais,français,2.0
4264,PS2,2005,Action,Capcom,0.09,70.0,39.0,8.6,70.0,14.0,29.0,12.7,18.0,DVD,anglais,français,1.0
4265,XOne,2015,Sports,Bigben Interactive,0.09,20.0,4.0,2.9,32.0,7.0,1.0,20.0,3.0,Autre,français,français,4.0
4266,PS2,2004,Action,Sega,0.09,54.0,29.0,7.4,17.0,6.0,7.0,14.3,3.0,CD,français,français,3.0
4267,GBA,2006,Adventure,THQ,0.09,69.0,10.0,8.0,5.0,8.0,1.0,14.0,3.0,Cartouche,français,français,3.0
4268,PS2,2001,Strategy,Natsume,0.09,63.0,5.0,6.6,17.0,11.0,3.0,15.0,3.0,Autre,français,français,3.0
4269,PS2,2006,Role-Playing,Tecmo Koei,0.09,74.0,38.0,4.4,214.0,15.0,9.0,16.7,16.0,DVD,français,anglais,1.0
4270,PSP,2009,Adventure,Konami Digital Entertainment,0.09,54.0,6.0,8.0,12.0,11.0,4.0,13.3,3.0,UMD,français,français,3.0
4271,XB,2007,Sports,Electronic Arts,0.08,81.0,30.0,7.8,46.0,11.0,0.0,15.0,3.0,Autre,français,français,3.0
4272,PS2,2000,Role-Playing,Konami Digital Entertainment,0.08,48.0,16.0,7.1,42.0,11.0,24.0,13.2,3.0,DVD,français,français,3.0
4273,PSV,2014,Role-Playing,Nippon Ichi Software,0.08,60.0,7.0,7.2,30.0,13.0,3.0,14.7,12.0,Autre,français,anglais,4.0
4274,PS4,2014,Action,Square Enix,0.08,74.0,40.0,6.6,180.0,16.0,25.0,14.6,12.0,Blu-Ray,français,français,4.0
4275,PSP,2008,Fighting,Sony Computer Entertainment,0.08,58.0,34.0,7.0,65.0,11.0,5.0,17.0,3.0,UMD,français,français,4.0
4276,PSP,2010,Adventure,Nippon Ichi Software,0.08,64.0,15.0,7.1,27.0,11.0,5.0,12.2,3.0,PlayStation Store,français,français,4.0
4277,DS,2009,Sports,Take-Two Interactive,0.08,71.0,4.0,7.8,5.0,14.0,6.0,16.8,12.0,Cartouche,anglais,français,1.0
4278,PS3,2014,Action,Deep Silver,0.08,40.0,25.0,3.2,54.0,12.0,6.0,8.7,18.0,Blu-Ray,anglais,français,2.0
4279,X360,2007,Shooter,Ubisoft,0.08,43.0,11.0,6.7,55.0,11.0,4.0,6.3,3.0,Autre,français,français,3.0
4280,DS,2005,Fighting,Electronic Arts,0.08,34.0,6.0,6.4,18.0,7.0,18.0,13.6,16.0,Cartouche,français,français,3.0
4281,SAT,1994,Simulation,Electronic Arts,0.08,72.0,15.0,7.6,15.0,17.0,2.0,19.0,3.0,Autre,français,français,4.0
4282,X360,2014,Racing,Nordic Games,0.08,48.0,10.0,4.8,14.0,11.0,2.0,15.0,3.0,Autre,français,français,1.0
4283,PSP,2005,Puzzle,Ubisoft,0.08,59.0,29.0,8.0,6.0,10.0,6.0,14.0,3.0,UMD,français,français,3.0
4284,XB,2003,Racing,Sega,0.08,72.0,32.0,7.7,10.0,11.0,3.0,12.7,3.0,DVD,français,français,4.0
4285,DS,2010,Sports,Konami Digital Entertainment,0.08,71.0,13.0,7.3,51.0,10.0,26.0,13.5,3.0,Cartouche,français,français,1.0
4286,PS4,2015,Action,Tecmo Koei,0.08,69.0,43.0,7.1,40.0,14.0,16.0,14.9,12.0,Blu-Ray,français,français,1.0
4287,X360,2014,Role-Playing,Deep Silver,0.08,44.0,8.0,4.9,82.0,11.0,6.0,12.0,16.0,Autre,anglais,français,3.0
4288,PS,1999,Fighting,SNK Playmore,0.08,73.0,11.0,8.9,23.0,11.0,9.0,19.1,12.0,Autre,anglais,anglais,1.0
4289,DS,2008,Adventure,Konami Digital Entertainment,0.08,75.0,15.0,8.2,5.0,13.0,8.0,16.3,3.0,Cartouche,anglais,français,1.0
4290,X360,2013,Platform,Namco Bandai Games,0.08,49.0,7.0,5.1,17.0,11.0,1.0,15.0,7.0,Autre,français,français,3.0
4291,XOne,2015,Fighting,Tecmo Koei,0.08,69.0,16.0,7.2,54.0,17.0,33.0,16.9,16.0,Autre,anglais,français,2.0
4292,PSP,2006,Action,Electronic Arts,0.08,61.0,33.0,6.9,18.0,8.0,27.0,12.0,16.0,UMD,français,français,3.0
4293,PC,2013,Shooter,City Interactive,0.08,52.0,24.0,5.9,415.0,16.0,11.0,14.1,18.0,Autre,anglais,français,2.0
4294,WiiU,2012,Action,Tecmo Koei,0.08,64.0,18.0,7.6,34.0,12.0,16.0,16.5,12.0,Autre,français,français,1.0
4295,3DS,2011,Action,Sega,0.08,51.0,9.0,6.5,10.0,12.0,5.0,11.4,12.0,Cartouche,français,français,2.0
4296,GBA,2003,Strategy,Capcom,0.08,64.0,21.0,8.0,14.0,14.0,13.0,14.6,7.0,Cartouche,français,anglais,4.0
4297,GC,2002,Puzzle,Hudson Soft,0.08,70.0,21.0,8.1,11.0,11.0,1.0,19.0,3.0,Autre,français,français,4.0
4298,PS2,2006,Racing,Codemasters,0.08,82.0,26.0,7.6,20.0,16.0,61.0,17.8,12.0,DVD,français,français,3.0
4299,PS2,2000,Platform,Ubisoft,0.08,73.0,10.0,7.3,20.0,11.0,12.0,13.4,3.0,DVD,français,français,4.0
4300,GBA,2003,Misc,Telegames,0.08,80.0,9.0,8.5,8.0,11.0,0.0,15.0,3.0,Autre,français,français,2.0
4301,X360,2006,Sports,Take-Two Interactive,0.08,78.0,51.0,7.9,166.0,17.0,8.0,18.8,16.0,Autre,anglais,français,1.0
4302,GBA,2004,Fighting,Namco Bandai Games,0.08,57.0,9.0,6.8,10.0,11.0,2.0,14.5,12.0,Cartouche,français,français,2.0
4303,DS,2008,Simulation,Ubisoft,0.08,48.0,6.0,7.1,7.0,7.0,12.0,12.9,12.0,Cartouche,français,français,3.0
4304,PSP,2010,Role-Playing,Nippon Ichi Software,0.08,65.0,16.0,8.3,13.0,16.0,3.0,15.7,3.0,PlayStation Store,français,français,4.0
4305,XB,2003,Strategy,Electronic Arts,0.08,66.0,17.0,8.5,34.0,10.0,8.0,14.5,12.0,Autre,anglais,anglais,3.0
4306,PS2,2003,Shooter,LucasArts,0.08,49.0,23.0,4.8,4.0,13.0,3.0,11.3,12.0,DVD,français,français,2.0
4307,PC,2013,Simulation,Koch Media,0.08,33.0,24.0,3.2,1309.0,7.0,117.0,8.9,12.0,DVD,français,français,2.0
4308,XB,2006,Sports,Electronic Arts,0.08,59.0,27.0,8.0,71.0,16.0,113.0,16.7,3.0,Autre,français,français,3.0
4309,GBA,2004,Role-Playing,THQ,0.08,77.0,20.0,8.6,24.0,16.0,50.0,18.0,3.0,Cartouche,français,français,1.0
4310,GBA,2003,Role-Playing,THQ,0.08,74.0,18.0,8.6,14.0,16.0,17.0,16.9,3.0,Cartouche,français,français,1.0
4311,GC,2005,Action,Empire Interactive,0.08,64.0,14.0,7.2,13.0,8.0,1.0,17.0,3.0,Autre,français,français,1.0
4312,GBA,2004,Shooter,Ignition Entertainment,0.08,79.0,32.0,8.5,21.0,12.0,19.0,14.6,12.0,Cartouche,français,anglais,3.0
4313,GBA,2001,Shooter,Konami Digital Entertainment,0.08,78.0,17.0,8.3,6.0,14.0,13.0,15.8,3.0,Cartouche,français,français,4.0
4314,XB,2006,Simulation,Ubisoft,0.08,66.0,58.0,7.9,56.0,13.0,38.0,16.5,12.0,Blu-Ray DVD,anglais,français,1.0
4315,DS,2007,Puzzle,Jaleco,0.08,73.0,17.0,6.3,4.0,11.0,0.0,15.0,3.0,Cartouche,anglais,anglais,3.0
4316,DS,2006,Strategy,THQ,0.08,64.0,24.0,6.6,17.0,16.0,106.0,17.0,7.0,Cartouche,français,français,2.0
4317,PS,2000,Platform,Virgin Interactive,0.08,69.0,15.0,8.3,20.0,15.0,5.0,13.6,3.0,Autre,français,français,4.0
4318,PS3,2009,Shooter,Eidos Interactive,0.08,35.0,18.0,4.8,30.0,9.0,16.0,8.6,18.0,Autre,français,français,3.0
4319,PS2,2006,Action,Sony Computer Entertainment,0.08,72.0,48.0,7.9,61.0,16.0,19.0,16.6,18.0,DVD,anglais,français,3.0
4320,X360,2011,Fighting,505 Games,0.08,49.0,17.0,6.2,12.0,9.0,20.0,9.3,18.0,Autre,français,français,3.0
4321,PC,2012,Role-Playing,Focus Home Interactive,0.08,58.0,23.0,6.5,371.0,11.0,7.0,13.0,18.0,Autre,anglais,anglais,2.0
4322,PS2,2005,Role-Playing,Ghostlight,0.08,82.0,38.0,4.7,233.0,15.0,13.0,17.2,16.0,DVD,anglais,anglais,3.0
4323,DS,2007,Platform,Konami Digital Entertainment,0.08,47.0,23.0,7.6,7.0,10.0,1.0,10.0,12.0,Cartouche,français,français,3.0
4324,PS3,2012,Adventure,PQube,0.08,83.0,8.0,8.6,111.0,11.0,1.0,14.0,3.0,Autre,français,français,4.0
4325,PSP,2006,Platform,Sega,0.08,56.0,23.0,6.4,8.0,8.0,5.0,13.2,3.0,Autre,français,français,2.0
4326,PC,2010,Puzzle,PopCap Games,0.08,82.0,27.0,7.8,118.0,11.0,11.0,16.1,3.0,Autre,français,français,4.0
4327,PS2,2009,Racing,Activision,0.08,36.0,9.0,4.2,22.0,6.0,4.0,11.8,3.0,DVD,français,français,2.0
4328,PSP,2005,Puzzle,Ubisoft,0.08,77.0,36.0,7.9,23.0,16.0,23.0,16.0,7.0,UMD,anglais,français,4.0
4329,PS2,2002,Racing,Atari,0.08,76.0,9.0,8.3,10.0,15.0,13.0,14.2,3.0,DVD,anglais,français,3.0
4330,DS,2008,Role-Playing,Namco Bandai Games,0.08,73.0,22.0,8.3,28.0,11.0,5.0,17.0,3.0,Cartouche,français,français,2.0
4331,GC,2005,Sports,Electronic Arts,0.08,78.0,18.0,8.6,9.0,16.0,11.0,17.3,16.0,Autre,anglais,français,2.0
4332,PC,2011,Sports,Take-Two Interactive,0.08,74.0,5.0,5.9,16.0,11.0,7.0,16.6,3.0,DVD,français,français,1.0
4333,PS2,2006,Shooter,SouthPeak Games,0.08,44.0,36.0,6.0,21.0,11.0,13.0,12.5,18.0,DVD,anglais,français,4.0
4334,Wii,2007,Action,Popcorn Arcade,0.08,20.0,6.0,1.4,69.0,5.0,9.0,3.3,3.0,Autre,français,français,2.0
4335,PSP,2007,Puzzle,Sega,0.08,83.0,41.0,8.2,25.0,15.0,16.0,17.4,3.0,Autre,français,français,4.0
4336,PS2,2005,Action,Take-Two Interactive,0.08,78.0,46.0,8.9,106.0,17.0,48.0,17.5,3.0,Autre,français,français,1.0
4337,PS2,2004,Action,Sega,0.08,52.0,31.0,7.0,8.0,11.0,5.0,12.2,12.0,DVD,anglais,français,2.0
4338,GC,2004,Action,Ubisoft,0.08,78.0,25.0,7.9,15.0,12.0,34.0,16.1,18.0,Blu-Ray,français,français,2.0
4339,PSP,2006,Platform,Capcom,0.08,72.0,49.0,8.1,30.0,15.0,39.0,15.8,7.0,UMD,français,français,2.0
4340,DS,2009,Action,Ubisoft,0.08,55.0,38.0,7.5,13.0,16.0,58.0,13.5,12.0,Autre,français,français,4.0
4341,X360,2013,Action,D3Publisher,0.08,47.0,7.0,4.1,53.0,11.0,2.0,16.0,7.0,Autre,anglais,anglais,1.0
4342,PS4,2016,Action,Tecmo Koei,0.08,77.0,46.0,7.5,98.0,16.0,3.0,12.0,3.0,Autre,français,français,4.0
4343,PS2,2006,Fighting,Ignition Entertainment,0.08,66.0,23.0,8.5,26.0,11.0,1.0,15.0,3.0,Autre,français,français,1.0
4344,X360,2009,Action,Konami Digital Entertainment,0.08,62.0,12.0,7.9,7.0,11.0,1.0,18.0,7.0,Blu-Ray DVD,français,français,4.0
4345,PS2,2004,Strategy,Tecmo Koei,0.08,70.0,7.0,8.5,12.0,11.0,0.0,15.0,12.0,DVD,japonais,japonais,3.0
4346,GC,2002,Sports,TDK Mediactive,0.08,69.0,14.0,7.8,5.0,14.0,2.0,17.0,12.0,Autre,français,français,3.0
4347,Wii,2008,Strategy,THQ,0.08,64.0,26.0,4.3,13.0,15.0,35.0,12.2,7.0,DVD,français,français,3.0
4348,Wii,2006,Shooter,Ubisoft,0.08,38.0,23.0,5.4,61.0,6.0,63.0,7.1,12.0,DVD,français,français,3.0
4349,X360,2007,Action,Warner Bros. Interactive Entertainment,0.08,40.0,15.0,7.1,15.0,4.0,14.0,8.0,7.0,Autre,français,français,3.0
4350,X360,2009,Fighting,Rising Star Games,0.08,46.0,33.0,5.2,17.0,7.0,9.0,7.2,18.0,Autre,français,français,3.0
4351,DS,2008,Shooter,D3Publisher,0.08,83.0,38.0,7.8,29.0,17.0,27.0,16.5,7.0,Cartouche,anglais,anglais,4.0
