,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC
83,The Sims 3,PC,2009.0,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11,86.0,75.0,7.8,1223.0,15.0,20.0,14.5,12.0,DVD,français,français
87,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,90.0,24.0,8.7,1198.0,18.0,109.0,18.9,12.0,Autre,français,français
90,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,88.0,65.0,7.7,617.0,17.0,285.0,18.0,18.0,Autre,anglais,français
95,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58,66.0,22.0,7.3,328.0,17.0,16.0,17.0,7.0,Autre,français,français
98,Call of Duty: World at War,X360,2008.0,Shooter,Activision,4.79,1.9,0.0,0.69,7.37,84.0,84.0,7.7,720.0,11.0,143.0,14.5,18.0,Autre,français,français
100,The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,3.83,2.19,0.6,0.7,7.31,95.0,73.0,9.0,2294.0,11.0,4.0,18.3,3.0,Autre,français,français
102,Just Dance,Wii,2009.0,Misc,Ubisoft,3.51,3.03,0.0,0.73,7.27,49.0,21.0,7.8,124.0,10.0,107.0,14.5,3.0,Autre,français,français
104,Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85.0,33.0,8.6,260.0,14.0,121.0,16.7,3.0,DVD,français,français
105,Tekken 3,PS,1998.0,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,96.0,15.0,9.1,849.0,18.0,28.0,18.1,12.0,Autre,français,français
106,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,91.0,12.0,9.0,829.0,17.0,16.0,17.0,7.0,Autre,français,français
109,Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,87.0,58.0,6.8,6005.0,16.0,245.0,16.9,18.0,Autre,français,français
111,Just Dance 4,Wii,2012.0,Misc,Ubisoft,4.14,2.21,0.0,0.56,6.91,74.0,10.0,7.7,35.0,15.0,104.0,17.5,3.0,DVD,français,français
113,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82.0,39.0,8.6,232.0,15.0,205.0,17.7,3.0,DVD,français,français
114,Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88.0,29.0,8.4,199.0,17.0,199.0,17.2,12.0,DVD,français,français
116,Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,91.0,12.0,9.0,829.0,18.0,17.0,18.2,3.0,Autre,français,français
119,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,96.0,105.0,8.8,7796.0,18.0,160.0,16.9,16.0,Autre,français,français
120,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,94.0,44.0,8.4,1362.0,16.0,135.0,10.0,3.0,Autre,français,français
122,Big Brain Academy,DS,2005.0,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67,74.0,45.0,7.4,32.0,13.0,79.0,15.2,3.0,Cartouche,français,français
126,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,92.0,16.0,6.7,2848.0,11.0,5.0,17.6,3.0,Autre,français,français
127,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,84.0,16.0,8.4,113.0,19.0,190.0,17.8,3.0,Autre,anglais,anglais
129,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97.0,68.0,8.7,3014.0,18.0,212.0,17.2,16.0,Blu-Ray,français,français
133,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,83.0,94.0,7.6,1674.0,16.0,5.0,18.4,16.0,Autre,français,français
138,Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.0,22.0,8.0,167.0,19.0,184.0,17.6,3.0,Autre,français,français
139,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,73.0,51.0,7.7,122.0,13.0,151.0,16.1,3.0,DVD,français,français
142,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,42.0,8.8,1839.0,11.0,1.0,19.0,3.0,PlayStation Store,français,français
143,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,82.0,11.0,7.8,109.0,19.0,210.0,18.6,3.0,Autre,français,français
145,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,20.0,8.4,2124.0,18.0,177.0,17.5,3.0,Autre,français,français
150,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,3.66,1.63,0.0,0.53,5.83,80.0,17.0,8.7,130.0,14.0,98.0,16.5,3.0,DVD,français,français
151,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89.0,13.0,9.3,1129.0,18.0,253.0,18.4,16.0,Autre,français,français
152,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8.0,8.3,207.0,11.0,95.0,16.3,12.0,Autre,français,français
153,Cooking Mama,DS,2006.0,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,67.0,35.0,7.4,31.0,12.0,2.0,15.5,3.0,Autre,français,français
155,Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,83.0,27.0,8.1,297.0,11.0,8.0,17.8,3.0,Autre,français,français
157,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,79.0,11.0,8.7,493.0,16.0,283.0,17.0,3.0,Cartouche,français,français
158,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,81.0,77.0,7.6,1432.0,11.0,4.0,16.5,3.0,Autre,français,français
159,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,96.0,42.0,8.8,3459.0,11.0,0.0,15.0,16.0,Blu-Ray,français,français
162,Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.6,85.0,15.0,119.0,15.1,3.0,Cartouche,français,français
164,Super Mario World,GBA,2001.0,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,92.0,28.0,9.0,236.0,17.0,144.0,17.8,3.0,Cartouche,français,français
165,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,78.0,12.0,8.4,187.0,14.0,103.0,15.3,3.0,Cartouche,français,français
166,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,85.0,45.0,7.8,549.0,11.0,143.0,14.5,18.0,PlayStation Store,français,français
167,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66.0,22.0,7.3,328.0,13.0,169.0,15.9,3.0,CD,français,français
168,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,86.0,21.0,6.9,368.0,11.0,122.0,17.0,7.0,PlayStation Store,français,français
171,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,81.0,22.0,7.7,62.0,15.0,48.0,15.3,3.0,Autre,français,anglais
173,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,22.0,9.0,1468.0,18.0,7.0,19.6,3.0,Autre,français,français
175,Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,90.0,14.0,8.6,309.0,18.0,240.0,17.9,3.0,Cartouche,français,français
182,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,94.0,25.0,8.9,276.0,19.0,2.0,20.0,3.0,Autre,anglais,anglais
187,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,80.0,22.0,8.6,66.0,17.0,48.0,17.4,3.0,Cartouche,français,français
188,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,71.0,52.0,7.6,250.0,15.0,159.0,15.2,3.0,Cartouche,français,français
190,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,134.0,12.0,170.0,14.2,12.0,DVD,français,français
191,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,81.0,24.0,8.6,105.0,14.0,84.0,16.0,3.0,Cartouche,français,français
194,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,91.0,66.0,7.2,1367.0,18.0,172.0,14.6,3.0,Autre,français,français
195,Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.4,174.0,17.0,49.0,17.6,3.0,DVD,anglais,français
198,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,86.0,50.0,8.1,321.0,11.0,17.0,17.4,18.0,Autre,anglais,français
201,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.5,1271.0,16.0,142.0,16.3,16.0,DVD,anglais,français
202,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,8.7,124.0,15.0,8.0,11.9,12.0,Cartouche,français,français
205,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,91.0,15.0,8.9,412.0,18.0,269.0,18.4,7.0,Autre,français,français
206,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,68.0,34.0,7.1,56.0,10.0,163.0,13.7,12.0,DVD,français,français
207,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.4,88.0,11.0,21.0,17.4,3.0,DVD,français,français
210,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,88.0,66.0,7.9,3984.0,15.0,2.0,16.0,12.0,Autre,français,français
211,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,130.0,17.0,18.0,17.4,3.0,DVD,anglais,anglais
212,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,80.0,9.0,6.5,79.0,13.0,64.0,15.1,3.0,Cartouche,français,français
213,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,88.0,15.0,8.5,205.0,17.0,84.0,17.3,3.0,Cartouche,français,français
214,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,71.0,34.0,8.4,85.0,11.0,15.0,18.7,3.0,Blu-Ray,japonais,japonais
215,Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,94.0,13.0,9.1,1750.0,8.0,17.0,16.1,3.0,Autre,français,anglais
218,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,81.0,40.0,7.3,1143.0,11.0,4.0,16.5,3.0,Autre,français,français
221,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,85.0,42.0,5.1,961.0,16.0,212.0,10.0,3.0,Autre,français,français
222,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,94.0,87.0,8.8,1909.0,11.0,2.0,17.5,16.0,Blu-Ray DVD,français,français
223,Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,164.0,11.0,0.0,15.0,3.0,Autre,français,français
225,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.5,887.0,17.0,3.0,18.7,3.0,Autre,français,français
227,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.1,130.0,17.0,177.0,16.6,12.0,DVD,français,français
230,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62,86.0,36.0,7.7,110.0,18.0,147.0,18.3,12.0,DVD,français,français
236,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,95.0,70.0,9.2,19108.0,11.0,36.0,15.5,18.0,Autre,français,français
237,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53,85.0,69.0,8.1,205.0,18.0,147.0,18.3,3.0,Blu-Ray DVD,français,français
238,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,8.0,86.0,17.0,12.0,18.4,3.0,DVD,anglais,anglais
239,Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,70.0,34.0,8.3,30.0,11.0,0.0,15.0,3.0,Cartouche,français,français
240,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.3,47.0,11.0,1.0,15.0,3.0,DVD,anglais,anglais
241,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.6,78.0,15.0,244.0,16.5,7.0,Autre,français,français
242,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,78.0,15.0,8.2,40.0,15.0,50.0,16.8,3.0,Cartouche,français,français
243,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,86.0,78.0,8.6,3436.0,17.0,37.0,14.9,3.0,Autre,français,français
246,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,77.0,61.0,7.9,568.0,16.0,274.0,16.2,3.0,Autre,français,français
247,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,56.0,37.0,8.6,48.0,13.0,12.0,14.8,12.0,Autre,français,français
248,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,461.0,16.0,83.0,17.0,3.0,DVD,français,français
250,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,94.0,90.0,8.8,1459.0,11.0,55.0,18.9,16.0,DVD Blu-Ray,français,français
252,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,8.9,279.0,15.0,34.0,15.8,7.0,Autre,français,français
253,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,86.0,70.0,8.0,885.0,14.0,293.0,16.0,18.0,Blu-Ray,français,français
256,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,84.0,41.0,4.3,457.0,17.0,13.0,15.3,3.0,Autre,français,français
258,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,66.0,12.0,6.6,10.0,11.0,0.0,15.0,3.0,Autre,français,français
262,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,91.0,70.0,8.8,1829.0,11.0,0.0,15.0,16.0,Blu-Ray,français,français
263,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,80.0,39.0,7.6,856.0,17.0,6.0,16.7,18.0,Autre,français,français
264,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.8,12.0,11.0,1.0,10.0,3.0,Autre,français,français
265,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,8.0,2048.0,11.0,29.0,17.8,12.0,PlayStation Store,anglais,français
266,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,85.0,59.0,8.3,184.0,16.0,228.0,17.3,7.0,Autre,français,français
270,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,27.0,11.0,1.0,13.0,3.0,DVD,français,français
271,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,93.0,113.0,8.8,16633.0,17.0,37.0,14.9,3.0,Autre,français,français
273,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.3,741.0,17.0,6.0,16.7,18.0,Autre,français,français
276,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,66.0,17.0,7.6,21.0,11.0,3.0,12.0,12.0,Autre,français,anglais
279,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.6,74.0,17.0,20.0,14.2,3.0,DVD,anglais,anglais
285,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,87.0,30.0,7.7,63.0,15.0,34.0,15.1,3.0,Autre,français,français
286,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,56.0,27.0,5.9,49.0,11.0,6.0,4.2,3.0,Autre,français,français
287,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,88.0,39.0,6.7,2268.0,16.0,245.0,16.9,18.0,Autre,français,français
290,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,9.0,1746.0,11.0,34.0,18.6,18.0,Autre,français,français
291,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,90.0,66.0,8.3,419.0,18.0,292.0,16.9,3.0,DVD,français,français
293,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,72.0,40.0,7.4,39.0,11.0,1.0,15.0,3.0,CD,anglais,anglais
294,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,180.0,17.0,209.0,16.0,12.0,CD,français,français
295,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,85.0,83.0,7.8,2576.0,16.0,267.0,16.4,18.0,Autre,français,français
296,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,88.0,16.0,8.8,292.0,14.0,71.0,14.7,7.0,Autre,français,français
297,Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,89.0,14.0,7.0,756.0,17.0,165.0,14.3,7.0,PlayStation Store,français,français
301,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,89.0,76.0,8.5,791.0,17.0,8.0,17.3,18.0,Autre,français,français
302,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,5.8,4.0,6.0,1.0,14.0,3.0,CD,français,français
303,EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,81.0,27.0,8.2,41.0,9.0,1.0,18.0,3.0,DVD,français,français
305,Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,78.0,26.0,8.7,85.0,11.0,16.0,16.2,3.0,Cartouche,français,français
306,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.6,176.0,17.0,48.0,17.8,16.0,DVD,anglais,français
307,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,88.0,36.0,8.2,1120.0,11.0,4.0,14.3,18.0,DVD,français,français
308,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,86.0,80.0,8.6,429.0,18.0,112.0,17.8,12.0,Cartouche,français,français
309,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,84.0,9.0,7.3,284.0,15.0,209.0,15.8,12.0,Blu-Ray,français,français
310,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,94.0,32.0,8.4,12678.0,11.0,8.0,9.5,3.0,Autre,français,français
312,Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,71.0,9.0,7.1,16.0,18.0,6.0,18.3,3.0,Autre,français,français
313,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,76.0,64.0,7.8,124.0,15.0,145.0,16.2,12.0,Blu-Ray,français,français
314,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,87.0,51.0,6.7,462.0,18.0,75.0,15.0,3.0,Blu-Ray,anglais,français
316,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,59.0,22.0,3.8,6.0,7.0,26.0,11.8,3.0,Cartouche,français,français
318,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,87.0,111.0,8.4,1595.0,15.0,170.0,15.2,3.0,Autre,français,français
320,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,68.0,33.0,7.1,45.0,11.0,80.0,13.2,3.0,DVD,français,français
321,Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,71.0,42.0,7.1,53.0,15.0,159.0,16.4,3.0,Cartouche,français,français
322,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,87.0,89.0,8.0,4893.0,11.0,1.0,19.0,18.0,Autre,français,français
325,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,91.0,8.0,9.5,1271.0,17.0,230.0,16.5,18.0,DVD Blu-Ray,anglais,français
328,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,7.7,36.0,15.0,77.0,17.3,3.0,CD,français,français
331,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,92.0,79.0,9.2,18402.0,19.0,51.0,18.9,18.0,Autre,français,français
332,Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,91.0,19.0,9.6,704.0,17.0,16.0,18.3,16.0,Autre,français,français
333,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.9,412.0,15.0,12.0,17.0,7.0,Autre,français,français
335,Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,78.0,7.0,6.3,64.0,16.0,91.0,16.5,3.0,Cartouche,français,français
337,MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,67.0,15.0,7.1,19.0,11.0,166.0,12.6,3.0,Cartouche,français,français
339,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.3,208.0,17.0,60.0,17.6,3.0,DVD,anglais,français
340,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,74.0,34.0,8.2,35.0,11.0,16.0,18.7,12.0,Autre,français,français
341,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,92.0,19.0,9.2,608.0,18.0,206.0,18.8,3.0,Cartouche,français,français
342,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,8.0,95.0,15.0,72.0,14.5,16.0,Blu-Ray,français,français
343,Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65,86.0,18.0,7.4,84.0,16.0,126.0,16.1,12.0,DVD,français,français
346,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,77.0,15.0,7.7,182.0,15.0,46.0,10.7,3.0,Autre,français,français
348,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.8,54.0,17.0,163.0,14.4,3.0,DVD,français,français
349,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,78.0,49.0,4.1,1796.0,11.0,2.0,7.0,16.0,PlayStation Store,français,français
351,Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,80.0,63.0,7.0,2581.0,17.0,204.0,15.0,18.0,Autre,français,français
354,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.3,46.0,11.0,31.0,15.3,3.0,DVD,anglais,français
357,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,479.0,16.0,103.0,14.4,3.0,Autre,français,français
358,WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,90.0,15.0,8.4,75.0,14.0,12.0,16.8,12.0,CD,français,anglais
360,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.6,204.0,17.0,285.0,18.0,18.0,Autre,anglais,français
