,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,nb_joueurs_JVC
4455,Super Breakout,2600,,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44,,,,,,,Atari Inc.,Anglais,,1 à 2 joueurs (en alternance),66.0,12.0,6.6,10.0,,,,,,,,,,
4456,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,,,,,,,77.0,35.0,8.1,8.0,,,,,,,,,,
4457,Deer Drive,DS,2010.0,Sports,Mastiff,0.41,0.0,0.0,0.02,0.44,,,,16.0,,,,,,,,,,,,,,,,,,,,
4458,Robert Ludlum's The Bourne Conspiracy,X360,,Action,Vivendi Games,0.26,0.14,0.0,0.04,0.44,,,,,,,,,,,71.0,72.0,7.2,72.0,,,,,,,,,,
4459,Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.26,0.12,0.0,0.06,0.44,,,,,,,,,,,77.0,5.0,7.1,30.0,,,,,,,,,,
4460,TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44,,,,,,,Free Radical Design,Multilingue,,"Un joueur, multijoueur",88.0,18.0,8.5,92.0,,,,,,,,,,
4461,Battlebots: Design & Destroy,GBA,2003.0,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4462,Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,0.44,,,,,,,,,,,77.0,32.0,8.6,182.0,,,,,,,,,,
4463,Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,,,,,,,Silicon Knights,Anglais (voix),,Un joueur,92.0,41.0,8.8,275.0,,,,,,,,,,
4464,Power Rangers: S.P.D.,GBA,2004.0,Action,THQ,0.31,0.12,0.0,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4465,Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,,,,,,,,,,,75.0,24.0,8.6,64.0,,,,,,,,,,
4466,SingStar Motown,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.38,0.44,,,,,,,,,,,73.0,9.0,7.8,6.0,,,,,,,,,,
4467,Neon Genesis Evangelion,SAT,1996.0,Adventure,Sega,0.0,0.0,0.44,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4468,Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,THQ,0.4,0.0,0.0,0.03,0.44,,,,,,,,,,,60.0,4.0,7.0,14.0,,,,,,,,,,
4469,Mobile Suit Gundam: One Year War,PS2,2005.0,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,"Dream Execution, Dimps",,,,,Multijoueur,,,,,73.0,15.0,8.6,38.0,,,,,,,,,,
4470,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4471,NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44,,,,,,,,,,,73.0,15.0,8.8,6.0,,,,,,,,,,
4472,Just Dance: Summer Party,Wii,2011.0,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4473,SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,THQ,0.36,0.01,0.0,0.06,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4474,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.44,,,,,,,Dimps,"Textes en français, voix en anglais ou japonais.",12.0,"Un joueur, deux joueurs",65.0,20.0,8.2,39.0,,,,,,,,,,
4475,Master of Illusion,DS,2006.0,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4476,Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,Lucasfilm Games,,,,,Multijoueur,LucasArts,,,"Solo, mode coopératif",78.0,22.0,4.6,8.0,,,,,,,,,,
4477,Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,0.41,0.0,0.0,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,
4478,Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,,,,,,,,,,,58.0,9.0,8.3,36.0,,,,,,,,,,
4479,Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.18,0.0,0.07,0.43,,,,,,,Obsidian Entertainment,"Anglais, français, allemand, italien, espagnol",18.0,Un joueur,64.0,49.0,7.0,132.0,,,,,,,,,,
4480,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,,,,,,,Hudson Soft,,,"Solo, multijoueur",74.0,33.0,7.1,35.0,,,,,,,,,,
4481,Dora the Explorer: Dora Puppy,DS,2009.0,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4482,Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,,,"Anglais, Arabe, Irlandais, Vieux norrois",,,,,,,,73.0,36.0,8.5,73.0,,,,,,,,,,
4483,Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43,,,,,,,"EA Tiburon, Budcat Creations",,,"Un joueur, multijoueur",89.0,6.0,6.3,4.0,,,,,,,,,,
4484,Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43,,,,12.0,,,,,,,72.0,8.0,8.1,20.0,,,,,,,,,,
4485,007: Quantum of Solace,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43,,,,,,,,,,,73.0,4.0,7.9,24.0,,,,,,,,,,
4486,Spec Ops: Covert Assault,PS,2001.0,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4487,SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,,,,,,,,,,,88.0,22.0,8.3,15.0,,,,,,,,,,
4488,Flight Control Rocket,GBA,2005.0,Simulation,THQ,0.31,0.12,0.0,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4489,FIFA 14,PC,2013.0,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43,,,,,,,,,,,87.0,6.0,5.1,543.0,,,,,,,,,,
4490,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,,,,,,,,,,,68.0,36.0,8.3,26.0,,,,,,,,,,
4491,Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.21,0.01,0.08,0.43,,,,,,,,,,,79.0,51.0,7.1,308.0,,,,,,,,,,
4492,Wheel of Fortune,DS,2010.0,Misc,THQ,0.41,0.0,0.0,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4493,NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4494,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,,,,,,,EA Tiburon,,,Solo et multijoueur,88.0,13.0,7.9,21.0,,,,,,,,,,
4495,Overwatch,PC,2016.0,Shooter,Activision,0.22,0.18,0.0,0.04,0.43,,,,,,,,,,,91.0,64.0,6.4,6560.0,,,,,,,,,,
4496,Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.35,0.04,0.0,0.04,0.43,,,,18.0,,,,,,,79.0,27.0,6.5,58.0,,,,,,,,,,
4497,NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43,,,,,,,"EA Canada, Iguana Entertainment / Acclaim Studios Austin, Iguana West / Acclaim Studios Salt Lake City, DC Studios, Digital Creations, Avalanche Software, Sculptured Software, Midway Games",,,,79.0,43.0,8.6,27.0,,,,,,,,,,
4498,Bionicle,PS2,2003.0,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43,,,,,,,,,,,51.0,7.0,4.5,22.0,,,,,,,,,,
4499,Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43,"Mojang Studios, Xbox Game Studios, Telltale Games, 4J Studios, Double Eleven, Other Ocean Interactive",,,,,,,,,,77.0,15.0,7.5,112.0,,,,,,,,,,
4500,MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,,,,,,,,,,,76.0,5.0,7.3,11.0,,,,,,,,,,
4501,Sleeping Dogs,PS4,2014.0,Action,Square Enix,0.16,0.2,0.0,0.07,0.43,,,,,,,,,,,77.0,34.0,8.0,616.0,,,,,,,,,,
4502,TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,,,,,,,"Free Radical Design, Crytek UK",,,,81.0,23.0,8.0,60.0,,,,,,,,,,
4503,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43,,,,,,,,,,,75.0,13.0,7.3,10.0,,,,,,,,,,
4504,InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,,,,,,,,,,,51.0,7.0,8.1,29.0,,,,,,,,,,
4505,Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43,,,,,,,,,,,77.0,10.0,8.4,57.0,,,,,,,,,,
4506,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,,,,,,,,,,,60.0,11.0,7.8,5.0,,,,,,,,,,
4507,Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,,,,,,,Inti Creates,,,Un joueur,81.0,17.0,8.7,83.0,,,,,,,,,,
4508,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43,,,,,,,Almanic Co.,Japonais,,1 joueur,,,,,,,,,,,,,,
4509,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43,,,,,,,,,,,70.0,19.0,6.8,14.0,,,,,,,,,,
4510,Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,0.43,,,,,,,Gust,"Anglais, chinois simplifié (d), chinois traditionnel (d), japonais",,Solo,74.0,19.0,8.1,86.0,,,,,,,,,,
4511,Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.21,0.19,0.0,0.04,0.43,,,Anglais · Dimensions du colis : 17.2 x 13.6 x 1.6 cm; 99.79 ...,,,,Yager Development (mode solo),"Anglais, français, allemand, italien, japonais, espagnol",18.0,Un joueur multijoueurs,76.0,59.0,8.3,388.0,,,,,,,,,,
4512,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.31,0.11,0.0,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4513,Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.0,0.24,0.43,,,,,,,,,,,64.0,9.0,8.3,11.0,,,,,,,,,,
4514,Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.21,0.16,0.0,0.06,0.43,,,,,,,,,,,68.0,27.0,8.4,20.0,,,,,,,,,,
4515,How to Train Your Dragon,Wii,2010.0,Action,Activision,0.24,0.15,0.0,0.04,0.43,,,,,,,,,,,59.0,11.0,7.0,5.0,,,,,,,,,,
4516,Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,Electronic Arts,0.35,0.05,0.0,0.03,0.43,,,,,,,,,,,82.0,40.0,7.4,62.0,,,,,,,,,,
4517,WipEout 64,N64,1998.0,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,,,,,,,Psygnosis,,,"Un joueur, deux joueurs",84.0,11.0,7.3,23.0,,,,,,,,,,
4518,Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,,,,,,,Treasure Co. Ltd,,,Un joueur,,,,,,,,,,,,,,
4519,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43,,,,,,,,,,,87.0,30.0,7.8,3022.0,,,,,,,,,,
4520,Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4521,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,,,,,,,Konami,,12.0,Un à quatre joueur(s),85.0,51.0,8.3,123.0,,,,,,,,,,
4522,NHL Slapshot,Wii,,Sports,Unknown,0.4,0.0,0.0,0.02,0.43,,,,,,,,,,,76.0,25.0,8.5,11.0,,,,,,,,,,
4523,EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,,,,,,,,,,,71.0,38.0,7.4,7.0,,,,,,,,,,
4524,FIFA 14,Wii,2013.0,Sports,Electronic Arts,0.0,0.38,0.0,0.05,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4525,EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,,,,,,,,,,,74.0,22.0,8.1,32.0,,,,,,,,,,
4526,Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,,,,,,,,,,,56.0,10.0,4.7,6.0,,,,,,,,,,
4527,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009.0,Adventure,ChunSoft,0.37,0.0,0.03,0.03,0.43,,,,,,,,,,,82.0,23.0,8.9,301.0,,,,,,,,,,
4528,Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,,,,,,,,,,,71.0,12.0,8.7,26.0,,,,,,,,,,
4529,Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43,,,,,,,KCEJ,,,,73.0,27.0,7.7,62.0,,,,,,,,,,
4530,Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.43,,,,,,,,,,,68.0,38.0,4.0,51.0,,,,,,,,,,
4531,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,,,,,,,Alfa System,,,Un joueur,66.0,27.0,7.5,28.0,,,,,,,,,,
4532,Monopoly,PS2,2008.0,Misc,Electronic Arts,0.21,0.16,0.0,0.05,0.43,Marmalade Game Studio,,,,,,,,,,,,,,,,,,,,,,,
4533,Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,,,,,,,Square Enix,,,Un joueur,57.0,27.0,7.2,20.0,,,,,,,,,,
4534,Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.34,0.0,0.07,0.43,,,,,,,,,,,80.0,28.0,7.3,140.0,,,,,,,,,,
4535,Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,,,,,,,,,,,74.0,25.0,7.1,55.0,,,,,,,,,,
4536,Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,,,,,,,EA Tiburon,,,Solo et multijoueur,92.0,13.0,7.2,22.0,,,,,,,,,,
4537,NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.43,,,,,,,,,,,70.0,12.0,8.1,9.0,,,,,,,,,,
4538,Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,,,,,,,,,,,53.0,10.0,5.5,8.0,,,,,,,,,,
4539,Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43,,,,,,,Humongous Entertainment,Anglais,,Solo,,,,,,,,,,,,,,
4540,Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.21,0.18,0.0,0.03,0.43,Treyarch,,,18.0,,,,,,,81.0,31.0,7.0,265.0,,,,,,,,,,
4541,TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.05,0.43,,,,,,,,,,,58.0,47.0,6.3,34.0,,,,,,,,,,
4542,Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43,,,,,,,Digital Eclipse,,,,68.0,29.0,,,,,,,,,,,,
4543,Call of Duty: Modern Warfare: Mobilized,DS,2009.0,Shooter,Activision,0.37,0.02,0.0,0.03,0.43,,,,,Call of Duty (CoD),,n-Space,,,1 joueurJeu en ligne : 6 joueurs en multijoueur,73.0,28.0,7.0,34.0,,,,,,,,,,
4544,Petz: Horsez 2,Wii,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4545,The Smurfs,DS,2011.0,Action,Ubisoft,0.24,0.14,0.0,0.04,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4546,Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4547,NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,
4548,Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.18,0.17,0.0,0.07,0.43,,,,,,,,,,,78.0,46.0,6.0,49.0,,,,,,,,,,
4549,SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.21,0.16,0.0,0.05,0.43,,,,,,,,,,,46.0,18.0,6.3,12.0,,,,,,,,,,
4550,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.43,,,,,,,,,,,61.0,5.0,7.0,11.0,,,,,,,,,,
4551,Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.43,,,,,,,Juice Games,Anglais,12.0,"1 joueur, Multijoueur (2 à 6)",65.0,24.0,8.4,7.0,,,,,,,,,,
4552,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,,,,,,,,,,,56.0,23.0,6.5,15.0,,,,,,,,,,
4553,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,
4554,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42,,,,,,,,,,,82.0,7.0,8.4,10.0,,,,,,,,,,
4555,NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,,,,,,,EA Canada,,,"Solo, multijoueur",88.0,15.0,5.3,7.0,,,,,,,,,,
4556,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42,,,,,,,,,,,,,,,,,,,,,,,,
4557,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42,,,,,,,,,,,,,,,,,,,,,,,,
4558,Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42,,,,,,,,,,,74.0,35.0,7.4,22.0,,,,,,,,,,
4559,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,,,,,,,Krome Studios,,,Un joueur,54.0,18.0,5.9,64.0,,,,,,,,,,
4560,Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,"Capcom, Capcom Production Studio 2",,,,,Multijoueur,,,,,79.0,10.0,8.5,84.0,,,,,,,,,,
4561,LEGO Rock Band,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.24,0.13,0.0,0.06,0.42,,,,,,,,,,,75.0,36.0,7.7,20.0,,,,,,,,,,
4562,25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42,,,,,,,Avalanche Software,Anglais (textes et voix),,"De 1 à 16 joueurs (limite multijoueur sur consoles de salon), en ligne",39.0,23.0,5.1,59.0,,,,,,,,,,
4563,NHL 2K6,PS2,2005.0,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42,,,,,,,Kush Games,,,Un joueur,81.0,28.0,5.8,18.0,,,,,,,,,,
4564,Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,,,,,,,,,,,68.0,24.0,6.6,17.0,,,,,,,,,,
4565,The Sims,XB,2003.0,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42,"Maxis (2000-2006, depuis 2012); ...",,,,,,"Maxis (2000-2006, depuis 2012)",,,,84.0,17.0,6.8,20.0,,,,,,,,,,
4566,Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.23,0.15,0.0,0.04,0.42,,,,,,,Beenox,,,"Solo, multijoueur, mode coopératif",71.0,56.0,6.2,23.0,,,,,,,,,,
4567,Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,,,,,,,Frontier Developments,,,Solo,64.0,19.0,3.3,169.0,,,,,,,,,,
4568,The X Files,PS,1999.0,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42,,,,,,,,,,,,,,,,,,,,,,,,
4569,Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,,Now Production,,,,,,,,,,,,,,,,,
4570,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42,,,,,,,,,,,71.0,19.0,5.4,5.0,,,,,,,,,,
4571,Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42,Toybox Inc.,,,,,Solo,,,,,47.0,14.0,6.0,25.0,,,,,,,,,,
4572,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,,,,,,,,,,,76.0,26.0,7.5,19.0,,,,,,,,,,
4573,Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.15,0.23,0.0,0.04,0.42,"2K Czesh Éditeur: 2K Sports Type: Sport Prix: 50€ neuf sur amazon Plateforme: PS3, XBOX 360, Wii Pour tout vrai fan de.",,,,,,2K Czech,,3.0,Solo,84.0,54.0,8.3,86.0,,,,,,,,,,
4574,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42,"Nintendo, Nintendo Entertainment Analysis & Development",,,,,Solo,,,,,84.0,14.0,8.4,119.0,,,,,,,,,,
4575,Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42,,,,,,,"Radical Entertainment (PlayStation 2, Xbox 360 & Wii)",Français,7.0,"Un joueur, Multijoueur",45.0,12.0,4.9,28.0,,,,,,,,,,
4576,Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42,,,,,,,,,,,73.0,37.0,7.5,85.0,,,,,,,,,,
4577,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42,,,,,,,,,,,60.0,7.0,8.3,15.0,,,,,,,,,,
4578,Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,,,,,,,,,,,91.0,12.0,8.3,25.0,,,,,,,,,,
4579,All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,,,,,,,,,,,78.0,19.0,7.5,11.0,,,,,,,,,,
4580,Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,Coresoft,,,,,,,,,,66.0,14.0,7.7,25.0,,,,,,,,,,
4581,Ragnarok Odyssey,PSV,2012.0,Role-Playing,GungHo,0.22,0.01,0.16,0.03,0.42,,,,,,,,,,,66.0,21.0,7.8,111.0,,,,,,,,,,
4582,Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.2,0.19,0.0,0.04,0.42,,,,,,,,,,,,,,,,,,,,,,,,
4583,Horsez,DS,2006.0,Simulation,Ubisoft,0.38,0.01,0.0,0.03,0.42,,,,,,,,,,,,,,,,,,,,,,,,
4584,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,THQ,0.42,0.0,0.0,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,
4585,NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,,,,,,,,,,,69.0,8.0,7.0,11.0,,,,,,,,,,
4586,Grandia,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42,,,,,,,Game Arts,,,,72.0,17.0,7.3,45.0,,,,,,,,,,
4587,ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,,,,,,,Kush Games,,,,88.0,32.0,7.9,15.0,,,,,,,,,,
4588,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,,,,,,,,,,,66.0,10.0,8.7,26.0,,,,,,,,,,
4589,Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42,,,,,,,,,,,55.0,5.0,8.2,13.0,,,,,,,,,,
4590,Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,,,,,,,THQ Studio Australia,,,"Multijoueur, solo",52.0,4.0,7.9,15.0,,,,,,,,,,
4591,Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.21,0.16,0.0,0.05,0.42,,,,,,,Infogrames Sheffield House,Anglais,,Un joueur,64.0,22.0,5.0,9.0,,,,,,,,,,
4592,NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.33,0.03,0.04,0.03,0.42,,,,,,,Sega Studio USA,Anglais,,"Multijoueur, solo",69.0,47.0,8.6,76.0,,,,,,,,,,
4593,American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,,,,,,,,,,,47.0,4.0,7.3,14.0,,,,,,,,,,
