,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,Langue_JVC
36,Call of Duty: Modern Warfare 2,X360,2009.0,Shooter,Activision,8.52,3.63,0.08,1.29,13.51,,,,,,,,,,,16,(135),10,,,,,
37,Call of Duty: Modern Warfare 3,PS3,2011.0,Shooter,Activision,5.54,5.82,0.49,1.62,13.46,Infinity Ward; Sledgehammer Ga...,,,,,,,,,,12,(18),10.1,+18 ans,,,,
38,Grand Theft Auto III,PS2,2001.0,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,,,,,,,"DMA Design (PS2, PC)",Multilingue,18 ?,Un joueur,17,(436),17.5,+16 ans,,Jouable en solo,DVD,Textes en français Voix en anglais
39,Super Smash Bros. Brawl,Wii,2008.0,Fighting,Nintendo,6.75,2.61,2.66,1.02,13.04,,,,,,,Sora,,12+ ?4,"Local
1 à 4 joueurs
En ligneA 1
2 à 4 joueurs",18,(2740),18.6,+12 ans,2 à 4 joueurs,,DVD,Voix en français Textes en français
40,Call of Duty: Black Ops,PS3,2010.0,Shooter,Activision,5.98,4.44,0.48,1.83,12.73,,,,,,,,,,,--,(1),1,,,,,
41,Animal Crossing: Wild World,DS,2005.0,Simulation,Nintendo,2.55,3.52,5.33,0.88,12.27,,,,,,,,,,,16,(1155),17.4,+3 ans,1 à 4 joueurs,,,
42,Mario Kart 7,3DS,2011.0,Racing,Nintendo,4.74,3.91,2.67,0.89,12.21,,,,,,,Nintendo EAD,Multilingue,3 ?,"Local
1 à 4 joueurs
En ligne
2 à 8 joueurs",17,(1828),17.1,+3 ans,"jusqu'à huit avec une seule cartouche en local, jusqu'à huit en ligne.",Multi en ligne,Cartouche,Textes en français Voix en anglais
43,Halo 3,X360,2007.0,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14,,,,,,,,,,,17,(1560),17.3,+16 ans,,Multi sur le même écran Multi en local Multi en coopératif,DVD,
44,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98,"Rockstar North, Rockstar San Di...",,,,,,,,,,18,(601),16.8,+18 ans,,Jouable en solo Multi en ligne,Blu-Ray PlayStation Store,Textes en français Voix en anglais
45,Pokemon HeartGold/Pokemon SoulSilver,DS,2009.0,Action,Nintendo,4.4,2.77,3.96,0.77,11.9,Nintendo Éditeur: Nintendo Type: aventure/ jeu de rôle Plateforme: DS Prix: 40€ neuf En avril.,,,,,,,,,,no_data,no_data,no_data,,,,,
46,Super Mario 64,N64,1996.0,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89,,,,,,,Nintendo EAD,"Français, Anglais, Allemand, Japonais",,Un joueur,19,(736),18.8,+3 ans,non,Jouable en solo,Cartouche,Textes en français
47,Gran Turismo 4,PS2,2004.0,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,,,,,,,,,,,18,(480),17.7,+7 ans,"Jusqu'à 6 joueurs en Lan, et 2 en écran splitté",Multi sur le même écran Multi en local,DVD,Voix en français Textes en français
48,Super Mario Galaxy,Wii,2007.0,Platform,Nintendo,6.16,3.4,1.2,0.76,11.52,,,,,,,Nintendo EAD Tokyo,Multilingue,3+ ?6,Un ou deux joueur(s),19,(1692),18.3,+3 ans,jusqu'à 2 joueurs,,DVD,
49,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014.0,Role-Playing,Nintendo,4.23,3.37,3.08,0.65,11.33,,,,,,,,,,,no_data,no_data,no_data,,,,,
50,Super Mario Land 2: 6 Golden Coins,GB,1992.0,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18,,,,,,,,,,,17,(157),17.8,+3 ans,Non,Jouable en solo,Cartouche,Textes en français
51,Grand Theft Auto IV,X360,2008.0,Action,Take-Two Interactive,6.76,3.1,0.14,1.03,11.02,Rockstar North,,,,,,Rockstar North,Sous-titres et menus : Français,18+ ?13,"Un joueur, multijoueur (16 joueurs maximum sur consoles PS33 et Xbox 3604, 32 joueurs maximum sur Ordinateur6)",18,(2846),17.6,+18 ans,,Jouable en solo Multi en local Multi en ligne,Online PlayStation Store Contenu Xbox Live DVD Blu-Ray,Textes en français Voix en anglais
52,Gran Turismo,PS,1997.0,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95,,,,,,,Polyphony Digital,,,,13,(373),14.2,+3 ans,Jusqu'à 4 joueurs en ad-hoc,,UMD,Voix en français Textes en français
53,Super Mario 3D Land,3DS,2011.0,Platform,Nintendo,4.89,2.99,2.13,0.78,10.79,,,,3 ans et plus | 2017 | ...,,,Nintendo EAD Tokyo,Textes en français,3 ?,Un joueur,16,(1162),16.4,+3 ans,non,Jouable en solo,Cartouche,
54,Gran Turismo 5,PS3,2010.0,Racing,Sony Computer Entertainment,2.96,4.88,0.81,2.12,10.77,,,,,,,,,,,14,(2409),15.2,+3 ans,2 joueurs en écran splitté et 16 en ligne,Multi sur le même écran Multi en ligne,Blu-Ray,Voix en français Textes en français
55,Call of Duty: Modern Warfare 2,PS3,2009.0,Shooter,Activision,4.99,3.69,0.38,1.63,10.69,,,,,,,,,,,16,(135),10,,,,,
56,Grand Theft Auto IV,PS3,2008.0,Action,Take-Two Interactive,4.76,3.76,0.44,1.62,10.57,Rockstar North,,,,,,Rockstar North,Sous-titres et menus : Français,18+ ?13,"Un joueur, multijoueur (16 joueurs maximum sur consoles PS33 et Xbox 3604, 32 joueurs maximum sur Ordinateur6)",18,(2846),17.6,+18 ans,,Jouable en solo Multi en local Multi en ligne,Blu-Ray,Textes en français Voix en anglais
57,Super Mario All-Stars,SNES,1993.0,Platform,Nintendo,5.99,2.15,2.12,0.29,10.55,,,,,,,,,,,--,(118),18.8,,2 joueurs,,Cartouche,
58,Pokemon FireRed/Pokemon LeafGreen,GBA,2004.0,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49,,,,,,,,,,,no_data,no_data,no_data,,,,,
59,Super Mario 64,DS,2004.0,Platform,Nintendo,5.08,3.11,1.25,0.98,10.42,,,,,,,Nintendo EAD,"Français, Anglais, Allemand, Japonais",,Un joueur,19,(736),18.8,+3 ans,,Jouable en solo,Console Virtuelle Cartouche,Textes en français
60,Just Dance 3,Wii,2011.0,Misc,Ubisoft,6.05,3.15,0.0,1.07,10.26,,,,,,,,,,,15,(145),17,+3 ans,Jusqu'à 8 joueurs,,DVD,Voix en français Textes en français
61,Call of Duty: Ghosts,X360,2013.0,Shooter,Activision,6.72,2.63,0.04,0.82,10.21,,,,,,,Infinity Ward,"Anglais, français, allemand, italien, espagnol",16 ?,"Un joueur, multijoueur",--,(4),12,+16 ans,,Jouable en solo Multi en local Multi en ligne Multi en coopératif Multi en compétitif,Online Contenu Xbox Live PlayStation Store,Voix en français Textes en français
62,Halo: Reach,X360,2010.0,Shooter,Microsoft Game Studios,7.03,1.98,0.08,0.78,9.88,,,,,,,,,,,--,(3),6.7,+18 ans,,Jouable en solo Multi sur le même écran Multi en ligne,Steam Blu-Ray Windows Store,Voix en français Textes en français
63,Mario Kart 64,N64,1996.0,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,,,,,,,,,,,17,(338),17.4,+3 ans,jusqu'à 4 joueurs,,Cartouche,Voix en français Textes en anglais
64,New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,3.66,3.07,2.47,0.63,9.82,,,,,,,,,,,15,(681),14.5,+3 ans,jusqu'à 2 joueurs simultanément,,Cartouche,
65,Halo 4,X360,2012.0,Shooter,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76,,,,,,,343 Industries,Multilingue,16 ?,"Un joueur, multijoueur",16,(4),17.8,+16 ans,,Jouable en solo Multi en ligne Multi en coopératif,DVD,Voix en français Textes en français
66,Final Fantasy VII,PS,1997.0,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,,,,,,,,,,,18,(215),19,+3 ans,,Jouable en solo,PlayStation Store Google Play CD,Voix en français Textes en français
67,Call of Duty: Ghosts,PS3,2013.0,Shooter,Activision,4.09,3.73,0.38,1.38,9.59,,,,,,,Infinity Ward,"Anglais, français, allemand, italien, espagnol",16 ?,"Un joueur, multijoueur",--,(2),3,+16 ans,"12 joueurs en ligne, 2 en local",Jouable en solo Multi en local Multi en ligne Multi en coopératif Multi en compétitif,PlayStation Store,Voix en français Textes en français
68,Just Dance 2,Wii,2010.0,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52,,,,,,,,,,,14,(151),15.5,+3 ans,"2 à 4 danseurs simultanément, jusqu'à 8 joueurs en tournois",,DVD,
69,Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,,,,,,,,,,,18,(343),17.5,+3 ans,2 joueurs en écran splitté,Multi sur le même écran,CD,Voix en français Textes en français
70,Call of Duty 4: Modern Warfare,X360,2007.0,Shooter,Activision,5.91,2.38,0.13,0.9,9.32,Infinity Ward; Aspyr (Mac); Treya...,,,,,,Infinity Ward,Multilingue,16+ ?,"Un joueur, multijoueur (Internet/LAN, Playstation Network, Xbox Live)",16,(135),10,,,,,
71,Donkey Kong Country,SNES,1994.0,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3,,,,,,,,,,,19,(207),18.6,+3 ans,2 joueurs,,,
72,Minecraft,X360,2013.0,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2,"Mojang Studios, Telltale Games, Xbox Game Studios, 4J Studios, Double Eleven, Other Ocean Interactive",,,,,,,,,,19,(4560),18.5,+7 ans,,Jouable en solo Multi sur le même écran Multi en ligne Multi en coopératif,eShop Online DVD Xbox Live Arcade PlayStation Store,Textes en français Textes en anglais
73,Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.09,,,,,,,,,,,17,(898),18.3,+3 ans,4 joueurs,Jouable en solo Multi en local Multi en ligne,Cartouche,Voix en français Textes en français
74,Mario Party DS,DS,2007.0,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02,,,,,,,,,,,15,(505),16.3,+3 ans,jusqu'à 4 joueurs avec une seule cartouche mais pas de wi-fi,,Cartouche,
75,The Elder Scrolls V: Skyrim,X360,2011.0,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84,,,,,,,,,,,--,(5),17.6,,,,,
76,Super Mario Kart,SNES,1992.0,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,"Nintendo, Nintendo Entertainment Analysis & Development",,,,,"Solo, Multijoueur",Nintendo EAD,Anglais,3+ ?,1 à 2 joueurs,18,(195),18,+3 ans,2 joueurs,,Cartouche,Voix en anglais Textes en anglais
77,FIFA 16,PS4,2015.0,Sports,Electronic Arts,1.11,6.06,0.06,1.26,8.49,,,,,,,,,,,16,(422),8.9,,,,,
78,Wii Party,Wii,2010.0,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49,,,,3 ans et plus | 2010 | de Nintendo. 4.5 ; Nintendo Wii + Wii sport + Wii party Ordinateur de bureau. 3.9 ; Wii Party U ...,,,Nd Cube,,,Multijoueur,11,(315),15.7,+3 ans,2-4 joueurs,,DVD,
79,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,,,,,,,,,,,18,(573),18.4,+16 ans,,,DVD,Voix en français Textes en français
80,Mario Party 8,Wii,2007.0,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42,,,,,,,,,,,13,(527),14,+3 ans,jusqu'à 4 joueurs,,DVD,
81,Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,2.91,1.86,3.14,0.43,8.33,,,,,,,,,,,no_data,no_data,no_data,,,,,
82,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24,,,,,,,,,,,18,(1224),15,+3 ans,,Jouable en solo Multi en ligne Multi en compétitif,Blu-Ray,Voix en français Textes en français
83,The Sims 3,PC,2009.0,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11,"Maxis, The Sims Studio, EA Mobile, Edge of Reality, IronMonkey Studios",,,,,Solo,,,,,15,(20),14.5,+12 ans,Non,Jouable en solo,DVD,Voix en français Textes en français
84,GoldenEye 007,N64,1997.0,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,,,,,,,,,,,18,(369),18.8,,jusqu'à 4 joueurs,,Cartouche,Voix en français Textes en anglais
85,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,2.58,3.9,0.66,0.91,8.06,,,,,,,Nintendo SPD (Nintendo),,,Un à quatre joueurs.,no_data,no_data,no_data,,,,,
86,Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,,,,,,,SquareSoft,,,Un joueur,17,(1169),18.4,+12 ans,non,Jouable en solo,DVD,Textes en français Voix en anglais
87,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,Square,,,,,,Square,"Anglais, français, italien, allemand, espagnol",12+ ?,Un joueur,18,(109),18.9,+12 ans,,Jouable en solo,CD PlayStation Store,Textes en français
88,Pokémon Platinum Version,DS,2008.0,Role-Playing,Nintendo,2.82,1.78,2.69,0.55,7.84,,,,,,,,,,,16,(835),17,+3 ans,,Jouable en solo Multi en local Multi en ligne Multi en compétitif,Cartouche,Textes en français
89,Pac-Man,2600,1982.0,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,"Nintendo, Namco, Bandai Namco Entertainment, PLUS",,,,,,Namco,,,Un à deux joueurs (en alternance),15,(4),19.3,+3 ans,,,Cartouche Google Play Disquette Online Navigateur Internet Console Virtuelle Xbox Live Arcade eShop,Voix en anglais Textes en anglais
90,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,,,,,,,,,,,17,(285),18,+18 ans,,Jouable en solo Multi en ligne,Contenu Xbox Live PlayStation Store Online,Textes en français Voix en anglais
91,Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,3.66,2.42,0.98,0.64,7.69,,,,,,,Nintendo EAD Tokyo,Multilingue,3 ?,1 ou 2 joueurs,19,(1541),18.4,+3 ans,2 joueurs en coop,Multi en coopératif,DVD,
92,Star Wars Battlefront (2015),PS4,2015.0,Shooter,Electronic Arts,2.93,3.29,0.22,1.23,7.67,,,,,,,,,,,no_data,no_data,no_data,,,,,
93,Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,2.8,3.3,0.14,1.37,7.6,,,,,,,,,,,--,no_data,no_data,,,,,
94,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,4.1,1.89,1.45,0.16,7.6,,,,,,,,,,,18,(1394),19.3,+3 ans,,Jouable en solo,Cartouche,Voix en français Textes en français
95,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58,,,,,,,Naughty Dog,Multilingue,,Un joueur,17,(16),17,+7 ans,,Jouable en solo,,
96,Super Mario Bros. 2,NES,1988.0,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,,,,,,,Nintendo R&D4,,3+ ?1,Un joueur,19,(2),17,+3 ans,,,Online Cartouche eShop Console Virtuelle,
97,Super Smash Bros. for Wii U and 3DS,3DS,2014.0,Fighting,Nintendo,3.24,1.35,2.42,0.43,7.45,,,,,,,,,,,no_data,no_data,no_data,,,,,
98,Call of Duty: World at War,X360,2008.0,Shooter,Activision,4.79,1.9,0.0,0.69,7.37,Treyarch; n-Space (DS); Glu Mo...,,,,,,,,,,11,(143),14.5,+18 ans,,Jouable en solo Multi en ligne Multi en coopératif Multi en compétitif,Online Contenu Xbox Live PlayStation Store,Voix en français Textes en français
99,Battlefield 3,X360,2011.0,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34,,,,,,,,,,,16,(3601),17,+16 ans,,Jouable en solo Multi en ligne Multi en coopératif,Online Contenu Xbox Live Xbox Live Arcade Blu-Ray DVD PlayStation Store,Voix en français Textes en français
100,The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,3.83,2.19,0.6,0.7,7.31,,,,,,,,,,,--,(4),18.3,,,,,
101,Call of Duty: Black Ops 3,XOne,2015.0,Shooter,Activision,4.52,2.09,0.01,0.67,7.3,,,,,,,,,,,--,no_data,no_data,+18 ans,,Jouable en solo Multi sur le même écran Multi en local Multi en ligne Multi en coopératif Multi en compétitif,,
102,Just Dance,Wii,2009.0,Misc,Ubisoft,3.51,3.03,0.0,0.73,7.27,,,,,,,,,,,10,(107),14.5,+3 ans,Jusqu'à 4 joueurs,,,
103,Battlefield 3,PS3,2011.0,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23,,,,,,,,,,,15,(3601),17,+16 ans,"24 joueurs en ligne, 2 joueurs en coop en ligne",Multi en ligne Multi en coopératif,Blu-Ray,Voix en français Textes en français
104,Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,,,,,,,,,,,14,(121),16.7,+3 ans,"2 joueurs en splitté, 4 en online",Multi sur le même écran Multi en ligne,DVD,Voix en français Textes en français
105,Tekken 3,PS,1998.0,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,,,,,,,,,,,18,(28),18.1,+12 ans,,,PlayStation Store CD,
106,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,,,,,,,Naughty Dog,Multilingue,,Un joueur,17,(16),17,+7 ans,,Jouable en solo,,
107,Super Smash Bros. Melee,GC,2001.0,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,,,,,,,HAL Laboratory,Multilingue,3+ ?,1 à 4 joueurs,15,(787),18.7,,1 à 4 joueurs,,Nintendo Game Disc,
108,Mario Kart 8,WiiU,2014.0,Racing,Nintendo,3.13,2.07,1.27,0.49,6.96,,,,,,,,,,,16,(696),16.9,+3 ans,,Jouable en solo Multi en local Multi en ligne,iDensity,Voix en français Textes en français
109,Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,,,,,,,,,,,16,(245),16.9,+18 ans,,,,
110,Mario Kart: Double Dash!!,GC,2003.0,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,,,,,,,,,,,17,(888),18,+3 ans,4 joueurs sur un écran et jusqu'à 16 en LAN,Multi en local,Nintendo Game Disc,Voix en français Textes en français
111,Just Dance 4,Wii,2012.0,Misc,Ubisoft,4.14,2.21,0.0,0.56,6.91,,,,,,,,,,,15,(104),17.5,+3 ans,Jusqu'à 4 joueurs,,DVD,Voix en français Textes en français
112,FIFA 14,PS3,2013.0,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9,,,,,,,,,,,17,(1056),10.3,+3 ans,,Jouable en solo Multi en local Multi en ligne,Blu-Ray,Voix en français Textes en français
113,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,,,,12 ans et plus.,,,,,,,15,(205),17.7,+3 ans,2 à 6 joueurs,,DVD,Voix en français Textes en français
114,Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,,,,,,,,,,,17,(199),17.2,+12 ans,Non,Jouable en solo,DVD,Voix en français Textes en français
115,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83,,,,,,,Naughty Dog,Multilingue,16 ?,"Un joueur
Multijoueur en ligne (10 joueurs) co-op en ligne",18,(2542),18,+16 ans,2 joueurs en écran splitté et jusqu'à 12 en ligne,Multi sur le même écran Multi en ligne,Blu-Ray,Voix en français Textes en français
116,Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,,,,12 ans et plus | 2020 | ...,,,,,,,18,(17),18.2,+3 ans,,,PlayStation Store Google Play CD,
117,Zumba Fitness,Wii,2010.0,Sports,505 Games,3.5,2.64,0.0,0.67,6.81,,,,,,,,,,,9,(18),11.6,+3 ans,2 joueurs,,DVD,Voix en français Textes en français
118,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,,,,,,,Epic Games,Multilingue,18+ ?,"Un joueur, Deux joueurs coopératif, 1 à 10 joueurs en ligne",19,(1797),18.2,+18 ans,2-10 joueurs,,DVD,
119,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,,,,,,,,,,,18,(160),16.9,+16 ans,,Jouable en solo,,
120,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,Infinity Ward; Aspyr (Mac); Treya...,,,,,,Infinity Ward,Multilingue,16+ ?,"Un joueur, multijoueur (Internet/LAN, Playstation Network, Xbox Live)",16,(135),10,,,,,
121,FIFA 12,PS3,2011.0,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69,,,,,,,,,,,18,(1283),16,+3 ans,,Jouable en solo Multi sur le même écran Multi en ligne Multi en compétitif,Blu-Ray,Voix en français Textes en français
122,Big Brain Academy,DS,2005.0,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67,,,,,,,Nintendo EAD,,,Un joueur,13,(79),15.2,+3 ans,1 à 8 joueurs,,Cartouche,Textes en français
123,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,,,,,,,,,,,18,(3483),18.5,+18 ans,16 joueurs,Jouable en solo Multi en ligne,Blu-Ray,Textes en français Voix en anglais
124,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59,,,,,,,EA Canada,Multilingue,3 ?,"Solo, Multijoueur En Ligne",15,(838),9.2,+3 ans,"4 joueurs en local, 22 en ligne",Jouable en solo Multi en local Multi en ligne,Blu-Ray,Voix en français Textes en français
125,Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59,,,,,,,,,,,18,(604),17.8,+3 ans,2 joueurs,,DVD,Voix en français Textes en français
126,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,,,,,,,,,,,--,(5),17.6,,,,,
127,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,,,,,,,Nintendo R&D4 puis EAD,,,,19,(190),17.8,+3 ans,,Jouable en solo,Console Virtuelle eShop Cartouche CD,Voix en anglais Textes en anglais
128,Assassin's Creed III,PS3,2012.0,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5,,,Multilingue; Mohawk (sous-titré),18 ans et plus | 2019 | de Ubisoft.,,,,,,,18,(1926),17.1,+18 ans,,Jouable en solo Multi en ligne,Blu-Ray,Voix en français Textes en français
129,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,,,,,,,,,,,18,(212),17.2,+16 ans,,Multi en ligne,Blu-Ray,Voix en français Textes en français
130,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,,,,,,,,,,,,,,,,,,
131,Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,"Squaresoft, Square Enix, Jupiter",,,,,,,,,,15,(658),17.6,+12 ans,non,Jouable en solo,DVD,Voix en français Textes en français
132,Pokémon Crystal Version,GB,2000.0,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,,,,"16 ans et plus | 2001 | de Nintendo. 3.53,5 sur 5 étoiles (23) · Nintendo 3DS. Actuellement indisponible.",,,,,,,15,(270),17.4,+3 ans,,,Cartouche,Voix en français Textes en français
133,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,,,,,,,,,,,16,(5),18.4,+16 ans,,,,
134,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,,,,,,,,,,,18,(2847),18.7,+18 ans,,Jouable en solo Multi en ligne,Blu-Ray DVD,Voix en français Textes en français Voix en anglais
135,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,,,,7 ans et plus.,,,Nintendo EAD,,3+ ?,Un joueur,18,(849),18.3,+3 ans,non,Jouable en solo,Nintendo Game Disc,
136,Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,Capcom Système : Capcom CPS1 ...,,,,,,Capcom,En japonais (Japon),,Un ou deux joueurs,18,(126),18.6,,2 joueurs,,Cartouche,
137,World of Warcraft,PC,2004.0,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,,,,,,,,,,,18,(1099),16.6,+12 ans,,Multi en ligne,Online CD,Voix en français Textes en français
138,Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,,,,,,,,,,,19,(184),17.6,+3 ans,,Jouable en solo,Cartouche App Store PlayStation Store CD,Voix en français Textes en français
139,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,,,,,,,Rare,,12 ?,"Un joueur, Multijoueur",13,(151),16.1,+3 ans,Jusqu'à 4 joueurs en local ou en ligne,Multi en ligne,DVD,Voix en français Textes en français
140,Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,,,,,,,Epic Games,Multilingue,18 ?,"De un à deux joueurs en local, jusqu'à dix en ligne.",19,(1360),18.3,+18 ans,"deux joueurs en local, jusqu'à dix joueurs en ligne",Multi en ligne,DVD,
141,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,Epic Games (Xbox 360); People ...,,,,,,,,,,18,(1003),17.5,+18 ans,,Multi en ligne,DVD Blu-Ray,Voix en français Textes en français
142,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,,,,,,,,,,,--,(1),19,,,,PlayStation Store,
143,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,,,,,,,,,,,19,(210),18.6,+3 ans,,Jouable en solo Multi sur le même écran Multi en local Multi en ligne,,
144,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,,,,,,,Kojima Productions,Multilingue,18+ ?,"Un joueur, multijoueur",17,(1567),18.3,+18 ans,,Jouable en solo,PlayStation Store Blu-Ray,Textes en français Voix en anglais
145,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,,,,,,,,,,,18,(177),17.5,+3 ans,,Jouable en solo,PlayStation Store CD Nintendo Game Disc,Voix en français Textes en français Voix en anglais
146,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,,,,,,,,,,,19,(3082),18.7,+18 ans,Jusqu'à 8 joueurs en ligne,Multi en ligne,Blu-Ray,Voix en français Textes en français Voix en anglais
