,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,Langue_JVC
63,64,Mario Kart 64,N64,1996.0,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,17,(338),17.4,"Editeur(s) / Développeur(s) Nintendo
Sortie France 24 juin 1997
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs jusqu'à 4 joueurs
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 10 février 1997
Date de sortie (au Japon) 14 décembre 1996
Langue de la version disponible en France Voix en français Textes en anglais",+3 ans,jusqu'à 4 joueurs,,Cartouche,Voix en français Textes en anglais
64,65,New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,3.66,3.07,2.47,0.63,9.82,15,(681),14.5,"Editeur(s) / Développeur(s) Nintendo
Sortie France 17 août 2012
Genre(s) Plate-Forme
Classification +3 ans
Nombre maximum de joueurs jusqu'à 2 joueurs simultanément
Web Site officiel
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 19 août 2012
Date de sortie (au Japon) 28 juillet 2012",+3 ans,jusqu'à 2 joueurs simultanément,,Cartouche,
65,66,Halo 4,X360,2012.0,Shooter,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76,16,(4),17.8,"Editeur(s) / Développeur(s) 343 Industries Microsoft
Sortie France 06 nov. 2012
Genre(s) FPS
Thème(s) Extraterrestres
Classification +16 ans
Mode(s) Jouable en solo Multi en ligne Multi en coopératif
Modèle(s) économique(s) Payant à l'acquisition
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français",+16 ans,,Jouable en solo Multi en ligne Multi en coopératif,DVD,Voix en français Textes en français
66,67,Final Fantasy VII,PS,1997.0,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,18,(215),19,"Editeur(s) / Développeur(s) Eidos Interactive Squaresoft Sony
Sortie France 17 nov. 1997
Genre(s) RPG
Thème(s) Fantastique Cyberpunk
Classification +3 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store Google Play CD
Date de sortie (aux Etats-Unis) 07 septembre 1997
Date de sortie (au Japon) 31 janvier 1997
Langue de la version disponible en France Voix en français Textes en français",+3 ans,,Jouable en solo,PlayStation Store Google Play CD,Voix en français Textes en français
67,68,Call of Duty: Ghosts,PS3,2013.0,Shooter,Activision,4.09,3.73,0.38,1.38,9.59,--,(2),3,"Editeur(s) / Développeur(s) Infinity Ward Activision
Sortie France 04 sept. 2014
Genre(s) FPS
Classification +16 ans
Mode(s) Jouable en solo Multi en local Multi en ligne Multi en coopératif Multi en compétitif
Nombre maximum de joueurs 12 joueurs en ligne, 2 en local
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store
Langue de la version disponible en France Voix en français Textes en français",+16 ans,"12 joueurs en ligne, 2 en local",Jouable en solo Multi en local Multi en ligne Multi en coopératif Multi en compétitif,PlayStation Store,Voix en français Textes en français
68,69,Just Dance 2,Wii,2010.0,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52,14,(151),15.5,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 14 oct. 2010
Genre(s) Rythme
Classification +3 ans
Nombre maximum de joueurs 2 à 4 danseurs simultanément, jusqu'à 8 joueurs en tournois
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 4ème trimestre 2010",+3 ans,"2 à 4 danseurs simultanément, jusqu'à 8 joueurs en tournois",,DVD,
69,70,Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,18,(343),17.5,"Editeur(s) / Développeur(s) Polyphony Digital Sony
Sortie France 28 janv. 2000
Genre(s) Course
Classification +3 ans
Mode(s) Multi sur le même écran
Nombre maximum de joueurs 2 joueurs en écran splitté
Web Site officiel
Support(s) CD
Date de sortie (aux Etats-Unis) 30 novembre 1999
Langue de la version disponible en France Voix en français Textes en français
Configuration conseillée Manette analogique, Vibrations",+3 ans,2 joueurs en écran splitté,Multi sur le même écran,CD,Voix en français Textes en français
70,71,Call of Duty 4: Modern Warfare,X360,2007.0,Shooter,Activision,5.91,2.38,0.13,0.9,9.32,16,(135),10,"Editeur(s) / Développeur(s) Activision Infinity Ward
Sortie France 28 oct. 2022
Genre(s) FPS
Classification +18 ans",,,,,
71,72,Donkey Kong Country,SNES,1994.0,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3,19,(207),18.6,"Editeur(s) / Développeur(s) Rareware Nintendo
Sortie France 1994
Genre(s) Plate-Forme
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) Cartouche",+3 ans,2 joueurs,,,
72,73,Minecraft,X360,2013.0,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2,19,(4560),18.5,"Editeur(s) / Développeur(s) 4J Studios Mojang
Sortie France 18 nov. 2011
Genre(s) Survie Création Open World Sandbox
Classification +7 ans
Mode(s) Jouable en solo Multi sur le même écran Multi en ligne Multi en coopératif
Modèle(s) économique(s) Payant à l'acquisition
Support(s) eShop Online DVD Xbox Live Arcade PlayStation Store
Langue de la version disponible en France Textes en français Textes en anglais",+7 ans,,Jouable en solo Multi sur le même écran Multi en ligne Multi en coopératif,eShop Online DVD Xbox Live Arcade PlayStation Store,Textes en français Textes en anglais
73,74,Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.09,17,(898),18.3,"Editeur(s) / Développeur(s) Nintendo
Sortie France 14 juin 2013
Genre(s) Gestion
Classification +3 ans
Mode(s) Jouable en solo Multi en local Multi en ligne
Nombre maximum de joueurs 4 joueurs
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Cartouche
Date de sortie (au Japon) 08 novembre 2012
Langue de la version disponible en France Voix en français Textes en français",+3 ans,4 joueurs,Jouable en solo Multi en local Multi en ligne,Cartouche,Voix en français Textes en français
74,75,Mario Party DS,DS,2007.0,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02,15,(505),16.3,"Editeur(s) / Développeur(s) Nintendo
Sortie France 23 nov. 2007
Genre(s) Party-Game
Classification +3 ans
Nombre maximum de joueurs jusqu'à 4 joueurs avec une seule cartouche mais pas de wi-fi
Web Site officiel
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 19 novembre 2007",+3 ans,jusqu'à 4 joueurs avec une seule cartouche mais pas de wi-fi,,Cartouche,
75,76,The Elder Scrolls V: Skyrim,X360,2011.0,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84,--,(5),17.6,"Editeur(s) / Développeur(s) Bethesda Softworks
Sortie France 11 nov. 2021
Genre(s) RPG Aventure Action",,,,,
76,77,Super Mario Kart,SNES,1992.0,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,18,(195),18,"Editeur(s) / Développeur(s) Nintendo
Sortie France 21 janv. 1993
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 01 septembre 1992
Date de sortie (au Japon) 27 août 1992
Langue de la version disponible en France Voix en anglais Textes en anglais",+3 ans,2 joueurs,,Cartouche,Voix en anglais Textes en anglais
77,78,FIFA 16,PS4,2015.0,Sports,Electronic Arts,1.11,6.06,0.06,1.26,8.49,16,(422),8.9,"Editeur(s) / Développeur(s) Electronic Arts EA Sports
Sortie France 25 sept. 2015
Genre(s) Sport
Thème(s) Football",,,,,
78,79,Wii Party,Wii,2010.0,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49,11,(315),15.7,"Editeur(s) / Développeur(s) Nintendo
Sortie France 08 oct. 2010
Genre(s) Party-Game
Classification +3 ans
Nombre maximum de joueurs 2-4 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) 4ème trimestre 2010
Date de sortie (au Japon) 08 juillet 2010",+3 ans,2-4 joueurs,,DVD,
79,80,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,18,(573),18.4,"Editeur(s) / Développeur(s) Bungie Microsoft
Sortie France 10 nov. 2004
Genre(s) FPS
Classification +16 ans
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français",+16 ans,,,DVD,Voix en français Textes en français
80,81,Mario Party 8,Wii,2007.0,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42,13,(527),14,"Editeur(s) / Développeur(s) Nintendo Hudson Soft
Sortie France 22 juin 2007
Genre(s) Party-Game
Classification +3 ans
Nombre maximum de joueurs jusqu'à 4 joueurs
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 29 mai 2007
Date de sortie (au Japon) 26 juillet 2007",+3 ans,jusqu'à 4 joueurs,,DVD,
81,82,Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,2.91,1.86,3.14,0.43,8.33,no_data,no_data,no_data,no_data,,,,,
82,83,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24,18,(1224),15,"Editeur(s) / Développeur(s) EA Sports Electronic Arts
Sortie France 27 sept. 2012
Genre(s) Sport
Thème(s) Football
Classification +3 ans
Mode(s) Jouable en solo Multi en ligne Multi en compétitif
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 4ème trimestre 2012
Langue de la version disponible en France Voix en français Textes en français",+3 ans,,Jouable en solo Multi en ligne Multi en compétitif,Blu-Ray,Voix en français Textes en français
83,84,The Sims 3,PC,2009.0,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11,15,(20),14.5,"Editeur(s) / Développeur(s) Maxis Electronic Arts
Sortie France 24 oct. 2013
Genre(s) Gestion Simulation
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français
Configuration minimale Windows XP/Vista/7 ; Processeur 2 GHz P4 pour XP ou 2,4 GHz P4 pour Vista et 7 ; 1 Go de RAM pour XP ou 1,5 Go pour Vista et 7 ; Carte graphique compatible Pixel Shader 2.0 avec 128 Mo de RAM vidéo ; 6 Go d'espace disque disponible",+12 ans,Non,Jouable en solo,DVD,Voix en français Textes en français
84,85,GoldenEye 007,N64,1997.0,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,18,(369),18.8,"Editeur(s) / Développeur(s) Rareware Nintendo
Sortie France 25 août 1997
Genre(s) FPS
Nombre maximum de joueurs jusqu'à 4 joueurs
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 25 août 1997
Date de sortie (au Japon) 23 août 1997
Langue de la version disponible en France Voix en français Textes en anglais",,jusqu'à 4 joueurs,,Cartouche,Voix en français Textes en anglais
85,86,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,2.58,3.9,0.66,0.91,8.06,no_data,no_data,no_data,no_data,,,,,
86,87,Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,17,(1169),18.4,"Editeur(s) / Développeur(s) Squaresoft Sony
Sortie France 29 mai 2002
Genre(s) RPG
Thème(s) Fantastique
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) DVD
Date de sortie (aux Etats-Unis) 17 décembre 2001
Langue de la version disponible en France Textes en français Voix en anglais",+12 ans,non,Jouable en solo,DVD,Textes en français Voix en anglais
87,88,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,18,(109),18.9,"Editeur(s) / Développeur(s) Sony Square Enix Eidos Interactive Squaresoft
Sortie France 27 oct. 1999
Genre(s) RPG
Thème(s) Heroic Fantasy
Classification +12 ans
Mode(s) Jouable en solo
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) CD PlayStation Store
Date de sortie (aux Etats-Unis) 07 septembre 1999
Langue de la version disponible en France Textes en français",+12 ans,,Jouable en solo,CD PlayStation Store,Textes en français
88,89,Pokémon Platinum Version,DS,2008.0,Role-Playing,Nintendo,2.82,1.78,2.69,0.55,7.84,16,(835),17,"Editeur(s) / Développeur(s) Game Freak Nintendo
Sortie France 22 mai 2009
Genre(s) RPG
Thème(s) Fantastique Monstres
Classification +3 ans
Mode(s) Jouable en solo Multi en local Multi en ligne Multi en compétitif
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 22 mars 2009
Date de sortie (au Japon) 13 septembre 2008
Langue de la version disponible en France Textes en français",+3 ans,,Jouable en solo Multi en local Multi en ligne Multi en compétitif,Cartouche,Textes en français
89,90,Pac-Man,2600,1982.0,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,15,(4),19.3,"Editeur(s) / Développeur(s) Atari Nintendo Namco Bandai Namco Namco Limited
Sortie France 1983
Genre(s) Autres Action
Classification +3 ans
Web Site officiel
Support(s) Cartouche Google Play Disquette Online Navigateur Internet Console Virtuelle Xbox Live Arcade eShop
Langue de la version disponible en France Voix en anglais Textes en anglais",+3 ans,,,Cartouche Google Play Disquette Online Navigateur Internet Console Virtuelle Xbox Live Arcade eShop,Voix en anglais Textes en anglais
90,91,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,17,(285),18,"Editeur(s) / Développeur(s) Rockstar Games Take-Two Interactive
Sortie France 29 oct. 2009
Genre(s) Action
Thème(s) Contemporain Amérique du Nord
Classification +18 ans
Mode(s) Jouable en solo Multi en ligne
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Contenu Xbox Live PlayStation Store Online
Langue de la version disponible en France Textes en français Voix en anglais",+18 ans,,Jouable en solo Multi en ligne,Contenu Xbox Live PlayStation Store Online,Textes en français Voix en anglais
91,92,Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,3.66,2.42,0.98,0.64,7.69,19,(1541),18.4,"Editeur(s) / Développeur(s) Nintendo
Sortie France 11 juin 2010
Genre(s) Plate-Forme
Classification +3 ans
Mode(s) Multi en coopératif
Nombre maximum de joueurs 2 joueurs en coop
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 23 mai 2010
Personnages (personnages présents dans le jeu) Bowser Mario Yoshi",+3 ans,2 joueurs en coop,Multi en coopératif,DVD,
92,93,Star Wars Battlefront (2015),PS4,2015.0,Shooter,Electronic Arts,2.93,3.29,0.22,1.23,7.67,no_data,no_data,no_data,no_data,,,,,
93,94,Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,2.8,3.3,0.14,1.37,7.6,--,no_data,no_data,"Sortie France 04 août 2015
Genre(s) FPS",,,,,
94,95,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,4.1,1.89,1.45,0.16,7.6,18,(1394),19.3,"Editeur(s) / Développeur(s) Nintendo
Sortie France 11 déc. 1998
Genre(s) Action RPG
Thème(s) Heroic Fantasy Fantastique
Classification +3 ans
Mode(s) Jouable en solo
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 23 novembre 1998
Date de sortie (au Japon) 21 novembre 1998
Langue de la version disponible en France Voix en français Textes en français",+3 ans,,Jouable en solo,Cartouche,Voix en français Textes en français
95,96,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58,17,(16),17,"Editeur(s) / Développeur(s) Vicarious Visions Activision
Sortie France 30 juin 2017
Genre(s) Aventure Plate-Forme Action
Classification +7 ans
Mode(s) Jouable en solo
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Date de sortie (aux Etats-Unis) 30 juin 2017
Date de sortie (au Japon) août 2017",+7 ans,,Jouable en solo,,
96,97,Super Mario Bros. 2,NES,1988.0,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,19,(2),17,"Editeur(s) / Développeur(s) Nintendo
Sortie France 1988
Genre(s) Plate-Forme
Classification +3 ans
Support(s) Online Cartouche eShop Console Virtuelle
Date de sortie (aux Etats-Unis) 28 octobre 1988",+3 ans,,,Online Cartouche eShop Console Virtuelle,
97,98,Super Smash Bros. for Wii U and 3DS,3DS,2014.0,Fighting,Nintendo,3.24,1.35,2.42,0.43,7.45,no_data,no_data,no_data,no_data,,,,,
98,99,Call of Duty: World at War,X360,2008.0,Shooter,Activision,4.79,1.9,0.0,0.69,7.37,11,(143),14.5,"Editeur(s) / Développeur(s) Treyarch Activision
Sortie France 23 août 2011
Genre(s) FPS
Classification +18 ans
Mode(s) Jouable en solo Multi en ligne Multi en coopératif Multi en compétitif
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Online Contenu Xbox Live PlayStation Store
Langue de la version disponible en France Voix en français Textes en français",+18 ans,,Jouable en solo Multi en ligne Multi en coopératif Multi en compétitif,Online Contenu Xbox Live PlayStation Store,Voix en français Textes en français
99,100,Battlefield 3,X360,2011.0,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34,16,(3601),17,"Editeur(s) / Développeur(s) Electronic Arts Dice
Sortie France 27 oct. 2011
Genre(s) FPS
Classification +16 ans
Mode(s) Jouable en solo Multi en ligne Multi en coopératif
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Online Contenu Xbox Live Xbox Live Arcade Blu-Ray DVD PlayStation Store
Date de sortie (aux Etats-Unis) 25 octobre 2011
Langue de la version disponible en France Voix en français Textes en français",+16 ans,,Jouable en solo Multi en ligne Multi en coopératif,Online Contenu Xbox Live Xbox Live Arcade Blu-Ray DVD PlayStation Store,Voix en français Textes en français
100,101,The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,3.83,2.19,0.6,0.7,7.31,--,(4),18.3,"Editeur(s) / Développeur(s) Nintendo
Sortie France 31 mars 2016
Genre(s) Puzzle-Game Réflexion
Modèle(s) économique(s) Gratuit
Support(s) eShop",,,,,
101,102,Call of Duty: Black Ops 3,XOne,2015.0,Shooter,Activision,4.52,2.09,0.01,0.67,7.3,--,no_data,no_data,"Editeur(s) / Développeur(s) Treyarch Activision
Sortie France 12 juil. 2016
Genre(s) FPS
Thème(s) Futuriste
Classification +18 ans
Mode(s) Jouable en solo Multi sur le même écran Multi en local Multi en ligne Multi en coopératif Multi en compétitif
Modèle(s) économique(s) Payant à l'acquisition",+18 ans,,Jouable en solo Multi sur le même écran Multi en local Multi en ligne Multi en coopératif Multi en compétitif,,
102,103,Just Dance,Wii,2009.0,Misc,Ubisoft,3.51,3.03,0.0,0.73,7.27,10,(107),14.5,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 26 nov. 2009
Genre(s) Rythme
Classification +3 ans
Nombre maximum de joueurs Jusqu'à 4 joueurs
Web Site officiel
Support(s) DVD",+3 ans,Jusqu'à 4 joueurs,,,
103,104,Battlefield 3,PS3,2011.0,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23,15,(3601),17,"Editeur(s) / Développeur(s) Dice Electronic Arts
Sortie France 27 oct. 2011
Genre(s) FPS
Classification +16 ans
Mode(s) Multi en ligne Multi en coopératif
Nombre maximum de joueurs 24 joueurs en ligne, 2 joueurs en coop en ligne
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 25 octobre 2011
Langue de la version disponible en France Voix en français Textes en français",+16 ans,"24 joueurs en ligne, 2 joueurs en coop en ligne",Multi en ligne Multi en coopératif,Blu-Ray,Voix en français Textes en français
104,105,Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,14,(121),16.7,"Editeur(s) / Développeur(s) Electronic Arts
Sortie France 21 nov. 2003
Genre(s) Course
Classification +3 ans
Mode(s) Multi sur le même écran Multi en ligne
Nombre maximum de joueurs 2 joueurs en splitté, 4 en online
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 17 novembre 2003
Langue de la version disponible en France Voix en français Textes en français",+3 ans,"2 joueurs en splitté, 4 en online",Multi sur le même écran Multi en ligne,DVD,Voix en français Textes en français
